세그먼트코드,적용시작일자,역명,적용종료일자,이력구분,역일련번호,세그먼트누적거리,최초등록일시,최종변경일시
9003,1900-01-01,종로5가,9999-12-31,신규 ,5,3.8,2011-12-13 00:00,2011-12-13 00:00
9003,1900-01-01,1동대,9999-12-31,신규 ,6,4.6,2011-12-13 00:00,2011-12-13 00:00
9003,1900-01-01,동묘,9999-12-31,신규 ,7,5.2,2011-12-13 00:00,2011-12-13 00:00
9003,1900-01-01,신설동,9999-12-31,신규 ,8,5.9,2011-12-13 00:00,2011-12-13 00:00
9003,1900-01-01,제기동,9999-12-31,신규 ,9,6.8,2011-12-13 00:00,2011-12-13 00:00
9003,1900-01-01,1지청량리,9999-12-31,신규 ,10,7.8,2011-12-13 00:00,2011-12-13 00:00
9300,1900-01-01,삼송,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
9300,1900-01-01,3지축,9999-12-31,신규 ,2,1.7,2011-12-13 00:00,2011-12-13 00:00
9303,1900-01-01,3지축,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
9303,1900-01-01,구파발,9999-12-31,신규 ,2,1.5,2011-12-13 00:00,2011-12-13 00:00
9306,1900-01-01,구파발,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
9306,1900-01-01,연신내,9999-12-31,신규 ,2,2,2011-12-13 00:00,2011-12-13 00:00
9306,1900-01-01,불광,9999-12-31,신규 ,3,3.3,2011-12-13 00:00,2011-12-13 00:00
9306,1900-01-01,녹번,9999-12-31,신규 ,4,4.4,2011-12-13 00:00,2011-12-13 00:00
9306,1900-01-01,홍제,9999-12-31,신규 ,5,6,2011-12-13 00:00,2011-12-13 00:00
9306,1900-01-01,무악재,9999-12-31,신규 ,6,6.9,2011-12-13 00:00,2011-12-13 00:00
9306,1900-01-01,독립문,9999-12-31,신규 ,7,8,2011-12-13 00:00,2011-12-13 00:00
9306,1900-01-01,경복궁,9999-12-31,신규 ,8,9.6,2011-12-13 00:00,2011-12-13 00:00
9306,1900-01-01,안국,9999-12-31,신규 ,9,10.7,2011-12-13 00:00,2011-12-13 00:00
9306,1900-01-01,3종로3가,9999-12-31,신규 ,10,11.7,2011-12-13 00:00,2011-12-13 00:00
9306,1900-01-01,3을지로3,9999-12-31,신규 ,11,12.3,2011-12-13 00:00,2011-12-13 00:00
9306,1900-01-01,3충무로,9999-12-31,신규 ,12,13,2011-12-13 00:00,2011-12-13 00:00
9306,1900-01-01,동대입구,9999-12-31,신규 ,13,13.9,2011-12-13 00:00,2011-12-13 00:00
9306,1900-01-01,약수,9999-12-31,신규 ,14,14.6,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,약수,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,금호3,9999-12-31,신규 ,2,0.8,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,3옥수,9999-12-31,신규 ,3,1.6,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,압구정,9999-12-31,신규 ,4,3.7,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,신사,9999-12-31,신규 ,5,5.2,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,잠원,9999-12-31,신규 ,6,6.1,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,고속터미널,9999-12-31,신규 ,7,7.3,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,교대,9999-12-31,신규 ,8,8.9,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,남부터미널,9999-12-31,신규 ,9,9.8,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,양재,9999-12-31,신규 ,10,11.6,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,매봉,9999-12-31,신규 ,11,12.8,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,3도곡,9999-12-31,신규 ,12,13.7,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,대치,9999-12-31,신규 ,13,14.5,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,학여울,9999-12-31,신규 ,14,15.3,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,대청,9999-12-31,신규 ,15,16.2,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,일원,9999-12-31,신규 ,16,17.3,2011-12-13 00:00,2011-12-13 00:00
9309,1900-01-01,3수서,9999-12-31,신규 ,17,19.1,2011-12-13 00:00,2011-12-13 00:00
9312,1900-01-01,3수서,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
9312,1900-01-01,가락시장,9999-12-31,신규 ,2,1.4,2011-12-13 00:00,2011-12-13 00:00
9312,1900-01-01,경찰병원,9999-12-31,신규 ,3,2.2,2011-12-13 00:00,2011-12-13 00:00
9312,1900-01-01,오금,9999-12-31,신규 ,4,3,2011-12-13 00:00,2011-12-13 00:00
9400,1900-01-01,당고개,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
9400,1900-01-01,상계,9999-12-31,신규 ,2,1.2,2011-12-13 00:00,2011-12-13 00:00
9400,1900-01-01,노원,9999-12-31,신규 ,3,2.2,2011-12-13 00:00,2011-12-13 00:00
9400,1900-01-01,4창동,9999-12-31,신규 ,4,3.6,2011-12-13 00:00,2011-12-13 00:00
9403,1900-01-01,4창동,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
9403,1900-01-01,쌍문,9999-12-31,신규 ,2,1.3,2011-12-13 00:00,2011-12-13 00:00
9403,1900-01-01,수유,9999-12-31,신규 ,3,2.8,2011-12-13 00:00,2011-12-13 00:00
9403,1900-01-01,미아,9999-12-31,신규 ,4,4.2,2011-12-13 00:00,2011-12-13 00:00
9403,1900-01-01,미아3거리,9999-12-31,신규 ,5,5.7,2011-12-13 00:00,2011-12-13 00:00
9403,1900-01-01,길음,9999-12-31,신규 ,6,7,2011-12-13 00:00,2011-12-13 00:00
9403,1900-01-01,성신여대,9999-12-31,신규 ,7,8.4,2011-12-13 00:00,2011-12-13 00:00
9403,1900-01-01,한성대,9999-12-31,신규 ,8,9.4,2011-12-13 00:00,2011-12-13 00:00
9406,1900-01-01,한성대,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
9406,1900-01-01,혜화,9999-12-31,신규 ,2,0.9,2011-12-13 00:00,2011-12-13 00:00
9406,1900-01-01,4동대,9999-12-31,신규 ,3,2.4,2011-12-13 00:00,2011-12-13 00:00
9406,1900-01-01,4동운동장,9999-12-31,신규 ,4,3.1,2011-12-13 00:00,2011-12-13 00:00
9406,1900-01-01,4충무로,9999-12-31,신규 ,5,4.4,2011-12-13 00:00,2011-12-13 00:00
9406,1900-01-01,명동,9999-12-31,신규 ,6,5.1,2011-12-13 00:00,2011-12-13 00:00
9406,1900-01-01,회현,9999-12-31,신규 ,7,5.8,2011-12-13 00:00,2011-12-13 00:00
9406,1900-01-01,4서울,9999-12-31,신규 ,8,6.7,2011-12-13 00:00,2011-12-13 00:00
9409,1900-01-01,4서울,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
9409,1900-01-01,숙대입구,9999-12-31,신규 ,2,1,2011-12-13 00:00,2011-12-13 00:00
9409,1900-01-01,삼각지,9999-12-31,신규 ,3,2.2,2011-12-13 00:00,2011-12-13 00:00
9412,1900-01-01,삼각지,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
9412,1900-01-01,신용산,9999-12-31,신규 ,2,0.7,2011-12-13 00:00,2011-12-13 00:00
9412,1900-01-01,4이촌,9999-12-31,신규 ,3,2,2011-12-13 00:00,2011-12-13 00:00
9412,1900-01-01,동작,9999-12-31,신규 ,4,4.7,2011-12-13 00:00,2011-12-13 00:00
9412,1900-01-01,총신대,9999-12-31,신규 ,5,6.5,2011-12-13 00:00,2011-12-13 00:00
9412,1900-01-01,사당,9999-12-31,신규 ,6,7.6,2011-12-13 00:00,2011-12-13 00:00
9415,1900-01-01,사당,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
9415,1900-01-01,남태령,9999-12-31,신규 ,2,1.6,2011-12-13 00:00,2011-12-13 00:00
9418,1900-01-01,금정,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
9418,1900-01-01,범계,9999-12-31,신규 ,2,2.6,2011-12-13 00:00,2011-12-13 00:00
9418,1900-01-01,평촌동,9999-12-31,신규 ,3,3.9,2011-12-13 00:00,2011-12-13 00:00
9418,1900-01-01,인덕원,9999-12-31,신규 ,4,5.5,2011-12-13 00:00,2011-12-13 00:00
9418,1900-01-01,과천청사,9999-12-31,신규 ,5,8.5,2011-12-13 00:00,2011-12-13 00:00
9418,1900-01-01,과천,9999-12-31,신규 ,6,9.5,2011-12-13 00:00,2011-12-13 00:00
9418,1900-01-01,대공원,9999-12-31,신규 ,7,10.5,2011-12-13 00:00,2011-12-13 00:00
9418,1900-01-01,경마공원,9999-12-31,신규 ,8,11.4,2011-12-13 00:00,2011-12-13 00:00
9418,1900-01-01,선바위,9999-12-31,신규 ,9,12.4,2011-12-13 00:00,2011-12-13 00:00
9418,1900-01-01,남태령,9999-12-31,신규 ,10,14.4,2011-12-13 00:00,2011-12-13 00:00
A100,1900-01-01,구로,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
A100,1900-01-01,구로차량,9999-12-31,신규 ,2,1.4,2011-12-13 00:00,2011-12-13 00:00
H100,1900-01-01,광명,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
H100,1900-01-01,시흥,9999-12-31,신규 ,2,4.7,2011-12-13 00:00,2011-12-13 00:00
HH00,1900-01-01,광명,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
HH00,1900-01-01,광명기지,9999-12-31,신규 ,2,1.7,2011-12-13 00:00,2011-12-13 00:00
1P00,1900-01-01,문산,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
1P00,1900-01-01,문산차,9999-12-31,신규 ,2,2,2011-12-13 00:00,2011-12-13 00:00
1G00,1900-01-01,병점,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
1G00,1900-01-01,병점차,9999-12-31,신규 ,2,1.4,2011-12-13 00:00,2011-12-13 00:00
1Q00,1900-01-01,병점,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
1Q00,1900-01-01,서동탄,9999-12-31,신규 ,2,2.2,2011-12-13 00:00,2011-12-13 00:00
A300,1900-01-01,성북차분,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
A300,1900-01-01,성북,9999-12-31,신규 ,2,0,2011-12-13 00:00,2011-12-13 00:00
B200,1900-01-01,오이도,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
B200,1900-01-01,시흥기지,9999-12-31,신규 ,2,2,2011-12-13 00:00,2011-12-13 00:00
1J00,1900-01-01,성북,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
1J00,1900-01-01,이문차,9999-12-31,신규 ,2,2,2011-12-13 00:00,2011-12-13 00:00
1R00,1900-01-01,평내,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
1R00,1900-01-01,평내기지,9999-12-31,신규 ,2,2.5,2011-12-13 00:00,2011-12-13 00:00
2900,1900-01-01,삼송,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
2900,1900-01-01,지축기지,9999-12-31,신규 ,2,1.4,2011-12-13 00:00,2011-12-13 00:00
2903,1900-01-01,구파발,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
2903,1900-01-01,지축기지,9999-12-31,신규 ,2,2.2,2011-12-13 00:00,2011-12-13 00:00
B100,1900-01-01,4창동,9999-12-31,신규 ,1,0,2011-12-13 00:00,2011-12-13 00:00
B100,1900-01-01,창동기지,9999-12-31,신규 ,2,0.8,2011-12-13 00:00,2011-12-13 00:00
