역이름,역이력적용시작일자,역이력적용종료일자,화차배정우선순위,구내유효장,구내선로길이,지선유효장,지선선로거리,전용선유효장,전용선선로거리,총선수,유효장총계거리,선로전체거리,분기역여부,입환시작여부,원본사진명,사진설명,최초등록일시,최종변경일시
옥곡,2006-07-01,2010-12-16,15,86,1125,,,,,4,86,1125,N,Y,옥곡 1.jpg,,2006-06-26 18:00,2010-12-16 16:26
옥곡,2010-12-17,2012-10-22,15,86,1125,,,,,4,86,1125,N,Y,옥곡 1.jpg,,2010-12-16 16:26,2012-10-15 13:50
옥곡,2012-10-23,,15,86,1125,,,,,4,86,1125,N,Y,옥곡 1.jpg,,2012-10-15 13:50,2012-10-15 13:50
골약,,2005-09-29,19,0,0,,,,,1,0,0,N,N,골약 1.bmp,,1967-02-21 00:00,2005-09-29 15:13
골약,2005-09-30,2006-06-30,19,0,0,,,,,1,0,0,N,N,골약 1.bmp,,2005-09-29 15:13,2006-06-26 18:00
골약,2006-07-01,2010-12-16,19,0,0,,,,,1,0,0,N,N,골약 1.bmp,,2006-06-26 18:00,2010-12-16 16:27
골약,2010-12-17,2012-10-22,19,0,0,,,,,1,0,0,N,N,골약 1.bmp,,2010-12-16 16:27,2012-10-15 13:50
골약,2012-10-23,,19,0,0,,,,,1,0,0,N,N,골약 1.bmp,,2012-10-15 13:50,2012-10-15 13:50
광양,,2006-06-30,12,314,4470,0,0,0,0,13,314,4470,Y,Y,,,1967-02-21 00:00,2006-06-26 18:00
광양,2006-07-01,2010-08-31,12,313,4472,0,0,0,0,13,313,4472,Y,Y,,,2006-06-26 18:00,2010-08-31 20:04
광양,2010-09-01,2010-12-16,12,313,4472,0,0,0,0,13,313,4472,Y,Y,,,2010-08-31 20:04,2010-12-16 16:28
광양,2010-12-17,2011-05-17,12,313,4472,0,0,0,0,13,313,4472,Y,Y,,,2010-12-16 16:28,2011-05-11 10:06
광양,2011-05-18,2012-10-22,12,574,8135,0,0,0,0,18,574,8135,Y,Y,,,2011-05-11 10:06,2012-10-15 13:51
광양,2012-10-23,,12,604,8528,0,0,0,0,18,604,8528,Y,Y,,,2012-10-15 13:51,2012-10-15 13:51
평화,,2006-06-30,21,5,80,0,0,0,0,1,5,80,N,N,,,1968-02-08 00:00,2006-06-27 17:50
평화,2006-07-01,2008-11-14,21,5,80,0,0,0,0,1,5,80,N,N,,,2006-06-27 17:50,2008-11-14 17:44
평화,2008-11-15,2011-05-14,21,5,80,0,0,0,0,1,5,80,N,N,,,2008-11-14 17:44,2011-05-12 15:08
평화,2011-05-15,2011-05-17,21,5,80,0,0,0,0,1,5,80,N,N,,,2011-05-12 15:08,2011-05-12 15:08
평화,2011-05-18,2012-10-22,21,47,680,0,0,0,0,2,47,680,N,N,,,2011-05-12 15:08,2012-10-15 13:51
평화,2012-10-23,,21,128,1814,0,0,0,0,3,128,1814,N,N,,,2012-10-15 13:51,2012-10-15 13:51
원창,,2004-08-31,18,66,955,,,,,5,66,955,N,N,원창 1.jpg,,1930-12-25 00:00,2004-08-27 17:52
원창,2004-09-01,2004-12-09,18,66,955,,,,,5,66,955,N,N,원창 1.jpg,,2004-08-27 17:52,2004-11-26 14:16
원창,2004-12-10,2006-06-30,18,66,955,,,,,5,66,955,N,N,원창 1.jpg,,2004-11-26 14:16,2006-06-26 18:01
원창,2006-07-01,2010-12-16,18,66,955,,,,,5,66,955,N,N,원창 1.jpg,,2006-06-26 18:01,2010-12-16 16:31
원창,2010-12-17,2011-05-17,18,66,955,,,,,5,66,955,N,N,원창 1.jpg,,2010-12-16 16:31,2011-05-11 10:10
원창,2011-05-18,2012-10-22,18,66,955,,,,,5,66,955,Y,N,원창 1.jpg,,2011-05-11 10:10,2012-10-15 13:52
원창,2012-10-23,,18,66,955,,,,,5,66,955,Y,N,원창 1.jpg,,2012-10-15 13:52,2012-10-15 13:52
구룡,,2006-06-30,22,100,1400,,,,,2,100,1400,N,N,,,1950-01-20 00:00,2006-06-26 18:01
구룡,2006-07-01,2010-12-16,22,100,1400,,,,,2,100,1400,N,N,,,2006-06-26 18:01,2010-12-16 16:33
구룡,2010-12-17,2011-05-17,22,100,1400,,,,,2,100,1400,N,N,,,2010-12-16 16:33,2011-05-11 10:12
구룡,2011-05-18,2012-10-22,22,100,1400,,,,,2,100,1400,N,N,,,2011-05-11 10:12,2012-10-15 13:53
구룡,2012-10-23,,22,100,1400,,,,,2,100,1400,N,N,,,2012-10-15 13:53,2012-10-15 13:53
벌교,,2006-06-30,10,69,980,0,0,0,0,4,69,980,N,Y,벌교 1.jpg,,1930-12-25 00:00,2006-06-26 18:01
벌교,2006-07-01,2010-12-16,10,69,980,0,0,0,0,4,69,980,N,Y,벌교 1.jpg,,2006-06-26 18:01,2010-12-16 16:34
벌교,2010-12-17,2010-12-30,10,69,980,0,0,0,0,4,69,980,N,Y,벌교 1.jpg,,2010-12-16 16:34,2010-12-30 16:40
벌교,2010-12-31,2011-05-17,10,69,980,0,0,0,0,4,69,980,N,Y,벌교 1.jpg,,2010-12-30 16:40,2011-05-11 10:13
벌교,2011-05-18,2012-10-22,10,69,980,0,0,0,0,4,69,980,N,Y,벌교 1.jpg,,2011-05-11 10:13,2012-10-15 13:54
벌교,2012-10-23,,10,68,966,0,0,0,0,4,68,966,N,Y,벌교 1.jpg,,2012-10-15 13:54,2012-10-15 13:54
조성,,2006-06-30,4,78,1114,,,,,4,78,1114,N,Y,조성 1.jpg,,1930-12-25 00:00,2006-06-26 18:01
조성,2006-07-01,2008-10-31,4,78,1114,,,,,4,78,1114,N,Y,조성 1.jpg,,2006-06-26 18:01,2008-10-22 14:10
조성,2008-11-01,2010-12-16,4,78,1114,,,,,4,78,1114,N,Y,조성 1.jpg,,2008-10-22 14:10,2010-12-16 16:35
조성,2010-12-17,2011-05-17,4,78,1114,,,,,4,78,1114,N,Y,조성 1.jpg,,2010-12-16 16:35,2011-05-11 10:15
조성,2011-05-18,2012-04-10,4,78,1114,,,,,4,78,1114,N,Y,조성 1.jpg,,2011-05-11 10:15,2012-04-10 17:28
조성,2012-04-11,2012-10-22,4,78,1114,,,,,4,78,1114,N,Y,조성 1.jpg,,2012-04-10 17:28,2012-10-15 13:54
조성,2012-10-23,,4,78,1114,,,,,4,78,1114,N,Y,조성 1.jpg,,2012-10-15 13:54,2012-10-15 13:54
예당,,2005-09-29,11,56,796,,,,,3,56,796,N,N,예당 1.jpg,,1941-02-01 00:00,2005-09-29 15:13
예당,2005-09-30,2006-06-30,11,56,796,,,,,3,56,796,N,N,예당 1.jpg,,2005-09-29 15:13,2006-06-26 18:01
예당,2006-07-01,2010-12-16,11,56,796,,,,,3,56,796,N,N,예당 1.jpg,,2006-06-26 18:01,2010-12-16 16:36
예당,2010-12-17,2011-05-17,11,56,796,,,,,3,56,796,N,N,예당 1.jpg,,2010-12-16 16:36,2011-05-11 10:17
예당,2011-05-18,2012-04-10,11,56,796,,,,,3,56,796,N,N,예당 1.jpg,,2011-05-11 10:17,2012-04-10 17:28
예당,2012-04-11,2012-10-22,11,56,796,,,,,3,56,796,N,N,예당 1.jpg,,2012-04-10 17:28,2012-10-15 13:55
예당,2012-10-23,,11,56,796,,,,,3,56,796,N,N,예당 1.jpg,,2012-10-15 13:55,2012-10-15 13:55
득량,,2004-08-31,20,63,900,,,,,3,63,900,N,N,득량 1.jpg,,1930-12-25 00:00,2004-08-27 17:53
득량,2004-09-01,2006-06-30,20,63,900,,,,,3,63,900,N,N,득량 1.jpg,,2004-08-27 17:53,2006-06-26 18:01
득량,2006-07-01,2010-12-16,20,63,900,,,,,3,63,900,N,N,득량 1.jpg,,2006-06-26 18:01,2010-12-16 16:37
득량,2010-12-17,2011-05-17,20,63,900,,,,,3,63,900,N,N,득량 1.jpg,,2010-12-16 16:37,2011-05-11 10:19
득량,2011-05-18,2012-10-22,20,63,900,,,,,3,63,900,N,N,득량 1.jpg,,2011-05-11 10:19,2012-10-15 13:55
득량,2012-10-23,,20,63,900,,,,,3,63,900,N,N,득량 1.jpg,,2012-10-15 13:55,2012-10-15 13:55
보성,,2006-06-30,5,99,1439,,,,,6,99,1439,N,Y,보성 1.jpg,,1930-12-20 00:00,2006-06-26 18:02
보성,2006-07-01,2009-10-30,5,99,1439,,,,,6,99,1439,N,Y,보성 1.jpg,,2006-06-26 18:02,2009-10-22 17:22
보성,2009-10-31,2010-12-16,5,99,1439,,,,,6,99,1439,N,Y,보성 1.jpg,,2009-10-22 17:22,2010-12-16 16:38
보성,2010-12-17,2011-05-17,5,99,1439,,,,,6,99,1439,N,Y,보성 1.jpg,,2010-12-16 16:38,2011-05-11 10:20
보성,2011-05-18,2012-10-22,5,99,1439,,,,,6,99,1439,N,Y,보성 1.jpg,,2011-05-11 10:20,2012-10-15 13:56
보성,2012-10-23,,5,99,1439,,,,,6,99,1439,N,Y,보성 1.jpg,,2012-10-15 13:56,2012-10-15 13:56
광곡,,2006-06-30,23,50,700,,,,,1,50,700,N,N,,,1930-12-20 00:00,2006-06-26 18:02
광곡,2006-07-01,2010-12-16,23,50,700,,,,,1,50,700,N,N,,,2006-06-26 18:02,2010-12-16 16:39
광곡,2010-12-17,2011-05-17,23,50,700,,,,,1,50,700,N,N,,,2010-12-16 16:39,2011-05-11 10:21
광곡,2011-05-18,2012-10-22,23,50,700,,,,,1,50,700,N,N,,,2011-05-11 10:21,2012-10-15 13:57
광곡,2012-10-23,,23,50,700,,,,,1,50,700,N,N,,,2012-10-15 13:57,2012-10-15 13:57
명봉,,2006-06-30,13,66,958,,,,,4,66,958,N,Y,명봉 1.jpg,,1930-12-25 00:00,2006-06-26 18:02
명봉,2006-07-01,2006-11-14,13,66,958,,,,,4,66,958,N,Y,명봉 1.jpg,,2006-06-26 18:02,2006-11-14 11:21
명봉,2006-11-15,2008-06-15,13,66,958,,,,,4,66,958,N,Y,명봉 1.jpg,,2006-11-14 11:21,2008-06-13 10:27
명봉,2008-06-16,2010-12-16,13,66,958,,,,,4,66,958,N,Y,명봉 1.jpg,,2008-06-13 10:27,2010-12-16 16:40
명봉,2010-12-17,2011-05-17,13,66,958,,,,,4,66,958,N,Y,명봉 1.jpg,,2010-12-16 16:40,2011-05-11 10:22
명봉,2011-05-18,2012-10-22,13,66,958,,,,,4,66,958,N,Y,명봉 1.jpg,,2011-05-11 10:22,2012-10-15 13:57
명봉,2012-10-23,,13,66,958,,,,,4,66,958,N,Y,명봉 1.jpg,,2012-10-15 13:57,2012-10-15 13:57
도림,,2006-06-30,24,50,700,,,,,1,50,700,N,N,,,1963-05-01 00:00,2006-06-26 18:03
도림,2006-07-01,2008-01-03,24,50,700,,,,,1,50,700,N,N,,,2006-06-26 18:03,2008-01-03 10:30
도림,2008-01-04,2020-09-20,24,50,700,,,,,1,50,700,N,N,,,2008-01-03 10:30,2020-09-15 16:36
도림,2020-09-21,,24,50,700,,,,,1,50,700,N,N,,,2020-09-15 16:36,2020-09-15 16:36
이양,,2004-08-31,17,129,1834,,,,,6,129,1834,N,N,이양 1.jpg,,1930-12-25 00:00,2004-08-27 17:55
이양,2004-09-01,2006-06-30,17,129,1834,,,,,6,129,1834,N,N,이양 1.jpg,,2004-08-27 17:55,2006-06-26 18:03
이양,2006-07-01,2010-12-16,17,129,1834,,,,,6,129,1834,N,N,이양 1.jpg,,2006-06-26 18:03,2010-12-16 16:41
이양,2010-12-17,2011-05-17,17,129,1834,,,,,6,129,1834,N,N,이양 1.jpg,,2010-12-16 16:41,2011-05-11 10:25
이양,2011-05-18,2012-10-22,17,129,1834,,,,,6,129,1834,N,N,이양 1.jpg,,2011-05-11 10:25,2012-10-15 13:58
이양,2012-10-23,2020-09-20,17,129,1834,,,,,6,129,1834,N,N,이양 1.jpg,,2012-10-15 13:58,2020-09-11 15:54
이양,2020-09-21,2023-12-25,17,129,1834,,,,,6,129,1834,N,N,이양 1.jpg,,2020-09-11 15:56,2023-12-21 17:00
이양,2023-12-26,,17,129,1834,,,,,6,129,1834,N,N,이양 1.jpg,,2023-12-21 17:30,2023-12-21 17:30
입교,,2006-06-30,25,50,700,,,,,1,50,700,N,N,,,1956-09-19 00:00,2006-06-26 18:03
입교,2006-07-01,2008-01-03,25,50,700,,,,,1,50,700,N,N,,,2006-06-26 18:03,2008-01-03 10:29
입교,2008-01-04,2011-06-02,25,50,700,,,,,1,50,700,N,N,,,2008-01-03 10:29,2011-06-02 15:42
입교,2011-06-03,2020-09-20,25,50,700,,,,,1,50,700,N,N,,,2011-06-02 15:42,2020-09-15 16:39
입교,2020-09-21,,25,50,700,,,,,1,50,700,N,N,,,2020-09-15 16:39,2020-09-15 16:39
석정리,,2006-06-30,26,50,700,,,,,1,50,700,N,N,,,1953-12-25 00:00,2006-06-26 18:03
석정리,2006-07-01,2008-01-03,26,50,700,,,,,1,50,700,N,N,,,2006-06-26 18:03,2008-01-03 10:29
석정리,2008-01-04,2011-08-02,26,50,700,,,,,1,50,700,N,N,,,2008-01-03 10:29,2011-08-02 14:36
석정리,2011-08-03,2020-09-20,26,50,700,,,,,1,50,700,N,N,,,2011-08-02 14:36,2020-09-15 16:42
석정리,2020-09-21,,26,50,700,,,,,1,50,700,N,N,,,2020-09-15 16:42,2020-09-15 16:42
능주,,2006-06-30,14,105,1498,0,0,0,0,6,105,1498,N,Y,능주 1.jpg,,1928-03-01 00:00,2006-06-26 18:04
능주,2006-07-01,2008-10-31,14,105,1498,0,0,0,0,6,105,1498,N,Y,능주 1.jpg,,2006-06-26 18:04,2008-10-22 14:06
능주,2008-11-01,2010-12-16,14,105,1498,0,0,0,0,6,105,1498,N,Y,능주 1.jpg,,2008-10-22 14:06,2010-12-16 16:42
능주,2010-12-17,2011-05-17,14,105,1498,0,0,0,0,6,105,1498,N,Y,능주 1.jpg,,2010-12-16 16:42,2011-05-11 10:27
능주,2011-05-18,2012-10-22,14,105,1498,0,0,0,0,6,105,1498,N,Y,능주 1.jpg,,2011-05-11 10:27,2012-10-15 13:58
능주,2012-10-23,2020-09-20,14,111,1580,0,0,0,0,6,111,1580,N,Y,능주 1.jpg,,2012-10-15 13:58,2020-09-11 15:54
능주,2020-09-21,2023-12-25,14,111,1580,0,0,0,0,6,111,1580,N,Y,능주 1.jpg,,2020-09-11 15:56,2023-12-21 17:00
능주,2023-12-26,,14,111,1580,0,0,0,0,6,111,1580,N,Y,능주 1.jpg,,2023-12-21 17:30,2023-12-21 17:30
만수,,2006-06-30,27,50,700,,,,,1,50,700,N,N,,,1925-12-25 00:00,2006-06-26 18:04
만수,2006-07-01,2008-01-03,27,50,700,,,,,1,50,700,N,N,,,2006-06-26 18:04,2008-01-03 10:29
만수,2008-01-04,2011-06-02,27,50,700,,,,,1,50,700,N,N,,,2008-01-03 10:29,2011-06-02 15:42
만수,2011-06-03,2020-09-20,27,50,700,,,,,1,50,700,N,N,,,2011-06-02 15:42,2020-09-15 16:40
만수,2020-09-21,,27,50,700,,,,,1,50,700,N,N,,,2020-09-15 16:40,2020-09-15 16:40
화순,,2006-06-30,3,169,2419,0,0,47,691,16,216,3110,N,Y,화순 1.jpg,,1928-03-01 00:00,2006-06-26 18:04
화순,2006-07-01,2010-12-16,3,169,2419,13,188,47,691,17,229,3298,N,Y,화순 1.jpg,,2006-06-26 18:04,2010-12-16 16:43
화순,2010-12-17,2011-05-17,3,169,2419,13,188,47,691,17,229,3298,N,Y,화순 1.jpg,,2010-12-16 16:43,2011-05-11 10:28
화순,2011-05-18,2012-10-22,3,169,2419,13,188,47,691,17,229,3298,N,Y,화순 1.jpg,,2011-05-11 10:28,2012-10-15 13:59
화순,2012-10-23,2020-09-20,3,167,2382,13,188,47,691,17,227,3261,N,Y,화순 1.jpg,,2012-10-15 13:59,2020-09-11 15:54
화순,2020-09-21,2023-12-25,3,167,2382,13,188,47,691,17,227,3261,N,Y,화순 1.jpg,,2020-09-11 15:56,2023-12-21 17:00
화순,2023-12-26,,3,157,2267,13,188,47,691,17,217,3146,N,Y,화순 1.jpg,,2023-12-21 17:30,2023-12-21 17:30
앵남,,2006-06-30,28,50,700,,,,,1,50,700,N,N,,,1964-07-15 00:00,2006-06-26 18:04
앵남,2006-07-01,2008-01-03,28,50,700,,,,,1,50,700,N,N,,,2006-06-26 18:04,2008-01-03 10:28
앵남,2008-01-04,2011-06-02,28,50,700,,,,,1,50,700,N,N,,,2008-01-03 10:28,2011-06-02 15:43
앵남,2011-06-03,2020-09-20,28,50,700,,,,,1,50,700,N,N,,,2011-06-02 15:43,2020-09-15 16:41
앵남,2020-09-21,,28,50,700,,,,,1,50,700,N,N,,,2020-09-15 16:41,2020-09-15 16:41
남평,,2006-06-30,9,63,898,,,,,3,63,898,N,Y,남평 1.jpg,,1928-03-20 00:00,2006-06-26 18:04
남평,2006-07-01,2009-10-30,9,63,898,,,,,3,63,898,N,Y,남평 1.jpg,,2006-06-26 18:04,2009-10-22 17:27
남평,2009-10-31,2010-12-16,9,63,898,,,,,3,63,898,N,Y,남평 1.jpg,,2009-10-22 17:27,2010-12-16 16:44
남평,2010-12-17,2011-05-17,9,63,898,,,,,3,63,898,N,Y,남평 1.jpg,,2010-12-16 16:44,2011-05-11 10:29
남평,2011-05-18,2012-10-22,9,63,898,,,,,3,63,898,N,Y,남평 1.jpg,,2011-05-11 10:29,2012-10-15 13:59
남평,2012-10-23,2020-09-20,9,63,898,,,,,3,63,898,N,Y,남평 1.jpg,,2012-10-15 13:59,2020-09-11 15:54
남평,2020-09-21,2023-12-25,9,63,898,,,,,3,63,898,N,Y,남평 1.jpg,,2020-09-11 15:56,2023-12-21 17:00
남평,2023-12-26,,9,63,898,,,,,3,63,898,N,Y,남평 1.jpg,,2023-12-21 17:30,2023-12-21 17:30
효천,,2006-06-30,7,240,3427,40,570,0,0,12,280,3997,N,Y,효천 1.jpg,,1930-12-25 00:00,2006-06-26 18:05
효천,2006-07-01,2010-12-16,7,240,3427,40,570,0,0,12,280,3997,N,Y,효천 1.jpg,,2006-06-26 18:05,2010-12-16 16:45
효천,2010-12-17,2011-05-17,7,240,3427,40,570,0,0,12,280,3997,N,Y,효천 1.jpg,,2010-12-16 16:45,2011-05-11 10:31
효천,2011-05-18,2012-10-22,7,191,2723,40,570,0,0,9,231,3293,N,Y,효천 1.jpg,,2011-05-11 10:31,2012-10-15 14:00
효천,2012-10-23,2020-09-20,7,191,2723,40,570,0,0,9,231,3293,N,Y,효천 1.jpg,,2012-10-15 14:00,2020-09-11 15:54
효천,2020-09-21,2023-12-25,7,191,2723,40,570,0,0,9,231,3293,N,Y,효천 1.jpg,,2020-09-11 15:56,2023-12-21 17:00
효천,2023-12-26,,7,199,2832,40,570,0,0,10,239,3402,N,Y,효천 1.jpg,,2023-12-21 17:30,2023-12-21 17:30
서광주,,2006-06-30,30,251,3557,0,0,0,0,6,251,3557,N,N,서광주 2.jpg,,2000-07-25 00:00,2006-06-26 18:05
서광주,2006-07-01,2009-09-30,30,251,3557,0,0,0,0,6,251,3557,N,N,서광주 2.jpg,,2006-06-26 18:05,2009-09-28 18:37
서광주,2009-10-01,2010-12-16,30,251,3557,0,0,0,0,6,251,3557,N,N,서광주 2.jpg,,2009-09-28 18:37,2010-12-16 16:45
서광주,2010-12-17,2011-05-17,30,251,3557,0,0,0,0,6,251,3557,N,N,서광주 2.jpg,,2010-12-16 16:45,2011-05-11 10:31
서광주,2011-05-18,2012-10-22,30,251,3557,0,0,0,0,6,251,3557,N,N,서광주 2.jpg,,2011-05-11 10:31,2012-10-15 14:01
서광주,2012-10-23,2020-09-20,30,293,4148,0,0,0,0,7,293,4148,N,N,서광주 2.jpg,,2012-10-15 14:01,2020-09-11 15:54
서광주,2020-09-21,2023-12-25,30,293,4148,0,0,0,0,7,293,4148,N,N,서광주 2.jpg,,2020-09-11 15:56,2023-12-21 17:00
서광주,2023-12-26,,30,293,4148,0,0,0,0,7,293,4148,N,N,서광주 2.jpg,,2023-12-21 17:30,2023-12-21 17:30
남광주,,2000-08-10,0,,,,,,,0,,,N,N,,,1928-01-01 00:00,2003-12-19 01:24
동송정신호,,2006-06-30,29,90,1280,,,,,2,90,1280,N,N,,,2000-08-02 00:00,2006-06-27 17:14
동송정신호,2006-07-01,2010-12-16,29,90,1280,,,,,2,90,1280,N,N,,,2006-06-27 17:14,2010-12-16 16:47
동송정신호,2010-12-17,2011-05-17,29,90,1280,,,,,2,90,1280,N,N,,,2010-12-16 16:47,2011-05-11 10:32
동송정신호,2011-05-18,2012-10-22,29,90,1280,,,,,2,90,1280,Y,N,,,2011-05-11 10:32,2012-10-15 14:03
동송정신호,2012-10-23,2020-09-20,29,90,1280,,,,,2,90,1280,Y,N,,,2012-10-15 14:03,2020-09-11 15:54
동송정신호,2020-09-21,,29,90,1280,,,,,2,90,1280,Y,N,,,2020-09-11 15:56,2020-09-11 15:56
광주선분기,,2006-06-30,0,50,700,,,,,1,50,700,Y,N,,,2000-08-02 00:00,2006-06-29 22:03
광주선분기,2006-07-01,2010-12-16,0,50,700,,,,,1,50,700,Y,N,,,2006-06-29 22:03,2010-12-16 16:48
광주선분기,2010-12-17,2011-05-17,0,50,700,,,,,1,50,700,Y,N,,,2010-12-16 16:48,2011-05-11 10:34
광주선분기,2011-05-18,2012-10-22,0,50,700,,,,,1,50,700,N,N,,,2011-05-11 10:34,2012-10-15 14:03
광주선분기,2012-10-23,2020-09-20,0,50,700,,,,,1,50,700,N,N,,,2012-10-15 14:03,2020-09-11 15:54
광주선분기,2020-09-21,,0,50,700,,,,,1,50,700,N,N,,,2020-09-11 15:56,2020-09-11 15:56
북송정분기,,2006-06-30,0,50,700,,,,,1,50,700,Y,N,,,2000-08-02 00:00,2006-06-29 22:03
북송정분기,2006-07-01,2010-12-16,0,50,700,,,,,1,50,700,Y,N,,,2006-06-29 22:03,2010-12-16 16:50
북송정분기,2010-12-17,2011-05-17,0,50,700,,,,,1,50,700,Y,N,,,2010-12-16 16:50,2011-05-11 10:35
북송정분기,2011-05-18,2012-10-22,0,50,700,,,,,1,50,700,N,N,,,2011-05-11 10:35,2012-10-15 14:04
북송정분기,2012-10-23,2020-09-20,0,50,700,,,,,1,50,700,N,N,,,2012-10-15 14:04,2020-09-11 15:54
북송정분기,2020-09-21,,0,50,700,,,,,1,50,700,N,N,,,2020-09-11 15:56,2020-09-11 15:56
지하서울,,2004-11-11,116,50,700,,,,,1,50,700,N,N,,,1995-02-20 00:00,2004-11-11 15:42
지하서울,2004-11-12,2006-06-30,116,50,700,,,,,1,50,700,N,N,,,2004-11-11 15:42,2006-06-29 22:03
지하서울,2006-07-01,,116,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:03,2006-06-29 22:03
시청,,2006-06-30,63,50,700,,,,,1,50,700,N,N,,,1974-08-15 00:00,2006-06-29 22:03
시청,2006-07-01,,63,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:03,2006-06-29 22:03
종각,,2006-06-30,95,50,700,,,,,1,50,700,N,N,,,1974-08-15 00:00,2006-06-29 22:03
종각,2006-07-01,,95,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:03,2006-06-29 22:03
1종로3가,,2006-06-30,64,50,700,,,,,1,50,700,N,N,,,1974-08-15 00:00,2006-06-29 22:03
1종로3가,2006-07-01,,64,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:03,2006-06-29 22:03
종로5가,,2006-06-30,92,50,700,,,,,1,50,700,N,N,,,1974-08-15 00:00,2006-06-29 22:03
종로5가,2006-07-01,,92,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:03,2006-06-29 22:03
1동대,,2006-06-30,65,50,700,,,,,1,50,700,N,N,,,1974-08-15 00:00,2006-06-29 22:04
1동대,2006-07-01,2020-09-20,65,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:04,2020-09-11 15:22
1동대,2020-09-21,,65,50,700,,,,,1,50,700,N,N,,,2020-09-11 15:25,2020-09-11 15:25
동묘,2005-09-01,2005-12-20,65,,,,,,,0,,,N,N,,,2005-04-18 13:34,2005-12-15 14:56
동묘,2005-12-21,2006-06-30,65,,,,,,,0,,,N,N,,,2005-12-15 14:56,2006-06-27 17:47
동묘,2006-07-01,2020-09-20,65,,,,,,,0,,,N,N,,,2006-06-27 17:47,2020-09-11 15:22
동묘,2020-09-21,,65,,,,,,,0,,,N,N,,,2020-09-11 15:25,2020-09-11 15:25
신설동,,2006-06-30,103,50,700,,,,,1,50,700,N,N,,,1974-08-15 00:00,2006-06-29 22:04
신설동,2006-07-01,2020-09-20,103,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:04,2020-09-11 15:22
신설동,2020-09-21,,103,50,700,,,,,1,50,700,N,N,,,2020-09-11 15:25,2020-09-11 15:25
제기동,,2006-06-30,66,50,700,,,,,1,50,700,N,N,,,1974-08-15 00:00,2006-06-29 22:04
제기동,2006-07-01,2020-09-20,66,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:04,2020-09-11 15:22
제기동,2020-09-21,,66,50,700,,,,,1,50,700,N,N,,,2020-09-11 15:25,2020-09-11 15:25
1지청량리,,2006-06-30,0,50,700,,,,,1,50,700,N,N,,,1996-05-28 00:00,2006-06-29 22:04
1지청량리,2006-07-01,2020-09-20,0,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:04,2020-09-11 15:22
1지청량리,2020-09-21,2023-12-25,0,50,700,,,,,1,50,700,N,N,,,2020-09-11 15:25,2023-12-21 17:00
1지청량리,2023-12-26,,0,50,700,,,,,1,50,700,N,N,,,2023-12-21 17:30,2023-12-21 17:30
지하청량리,,2004-11-11,108,50,700,,,,,1,50,700,N,N,,,1995-02-20 00:00,2004-11-11 15:44
지하청량리,2004-11-12,2006-06-30,108,50,700,,,,,1,50,700,N,N,,,2004-11-11 15:44,2006-06-29 22:04
지하청량리,2006-07-01,2020-09-20,108,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:04,2020-09-11 15:22
지하청량리,2020-09-21,2023-12-25,108,50,700,,,,,1,50,700,N,N,,,2020-09-11 15:25,2023-12-21 17:00
지하청량리,2023-12-26,,108,50,700,,,,,1,50,700,N,N,,,2023-12-21 17:30,2023-12-21 17:30
2신설,,2006-06-30,0,50,700,,,,,1,50,700,N,N,,,1996-03-25 00:00,2006-06-29 22:04
2신설,2006-07-01,2020-09-20,0,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:04,2020-09-11 15:22
2신설,2020-09-21,,0,50,700,,,,,1,50,700,N,N,,,2020-09-11 15:25,2020-09-11 15:25
신답,,2006-06-30,0,50,700,,,,,1,50,700,N,N,,,1996-03-25 00:00,2006-06-29 22:04
신답,2006-07-01,2020-09-20,0,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:04,2020-09-11 15:22
신답,2020-09-21,,0,50,700,,,,,1,50,700,N,N,,,2020-09-11 15:25,2020-09-11 15:25
용답,,2006-06-30,0,50,700,,,,,1,50,700,N,N,,,1996-03-25 00:00,2006-06-29 22:05
용답,2006-07-01,2020-09-20,0,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:05,2020-09-11 15:22
용답,2020-09-21,,0,50,700,,,,,1,50,700,N,N,,,2020-09-11 15:25,2020-09-11 15:25
성수,,2006-06-30,0,50,700,,,,,1,50,700,N,N,,,1996-03-25 00:00,2006-06-29 22:05
성수,2006-07-01,2020-09-20,0,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:05,2020-09-11 15:22
성수,2020-09-21,,0,50,700,,,,,1,50,700,N,N,,,2020-09-11 15:25,2020-09-11 15:25
건대입구,,2006-06-30,0,50,700,,,,,1,50,700,N,N,,,1996-03-25 00:00,2006-06-29 22:05
건대입구,2006-07-01,2020-09-20,0,50,700,,,,,1,50,700,N,N,,,2006-06-29 22:05,2020-09-11 15:22
