역이름,역이력적용시작일자,역이력적용종료일자,화차배정우선순위,구내유효장,구내선로길이,지선유효장,지선선로거리,전용선유효장,전용선선로거리,총선수,유효장총계거리,선로전체거리,분기역여부,입환시작여부,원본사진명,사진설명,최초등록일시,최종변경일시
송도교,2018-08-04,,,,,,,,,,,,N,N,,,2018-08-03 10:59,2018-08-03 10:59
본청,,,0,,,,,,,0,,,N,N,,,1995-12-18 00:00,1999-12-15 00:00
서지청,,,0,,,,,,,0,,,N,N,,,1995-12-18 00:00,2000-01-02 00:00
대지청,,,0,,,,,,,0,,,N,N,,,1995-12-18 00:00,2000-01-02 00:00
순지청,,,0,,,,,,,0,,,N,N,,,1995-12-18 00:00,2000-01-02 00:00
영지청,,,7,,,,,,,0,,,N,N,,,1995-12-18 00:00,2000-01-02 00:00
부지청,,,7,,,,,,,0,,,N,N,,,1995-12-18 00:00,2000-01-02 00:00
서열소,,2006-07-11,0,,,,,,,0,,,N,N,,,1997-08-25 00:00,2006-07-11 15:00
서열소,2006-07-12,,0,,,,,,,0,,,N,N,,,2006-07-11 15:00,2006-07-11 15:00
량열소,,2006-07-11,0,,,,,,,0,,,N,N,,,1997-08-25 00:00,2006-07-11 15:00
량열소,2006-07-12,2020-09-20,0,,,,,,,0,,,N,N,,,2006-07-11 15:00,2020-09-11 15:22
량열소,2020-09-21,,0,,,,,,,0,,,N,N,,,2020-09-11 15:25,2020-09-11 15:25
구로열차소,,2006-07-11,0,,,,,,,0,,,N,N,,,1997-08-25 00:00,2006-07-11 15:01
구로열차소,2006-07-12,,0,,,,,,,0,,,N,N,,,2006-07-11 15:01,2006-07-11 15:01
대열소,,2006-07-11,0,,,,,,,0,,,N,N,,,1997-08-25 00:00,2006-07-11 15:01
대열소,2006-07-12,,0,,,,,,,0,,,N,N,,,2006-07-11 15:01,2006-07-11 15:01
천안열분,,,0,,,,,,,0,,,N,N,,,1997-08-25 00:00,1999-10-05 00:00
김천열분,,2020-09-20,0,,,,,,,0,,,N,N,,,1997-08-25 00:00,2020-09-11 15:46
김천열분,2020-09-21,,0,,,,,,,0,,,N,N,,,2020-09-11 15:48,2020-09-11 15:48
순열소,,2006-07-11,2,,,,,,,0,,,N,N,,,1997-08-25 00:00,2006-07-11 15:01
순열소,2006-07-12,,2,,,,,,,0,,,N,N,,,2006-07-11 15:01,2006-07-11 15:01
익산열분,,2020-09-20,3,,,,,,,0,,,N,N,,,1997-08-25 00:00,2020-09-11 15:54
익산열분,2020-09-21,,3,,,,,,,0,,,N,N,,,2020-09-11 15:56,2020-09-11 15:56
광주열분,,,1,,,,,,,0,,,N,N,,,1997-08-25 00:00,1999-10-05 00:00
영열소,,2006-07-11,4,,,,,,,0,,,N,N,,,1997-08-25 00:00,2006-07-11 15:02
영열소,2006-07-12,,4,,,,,,,0,,,N,N,,,2006-07-11 15:02,2006-07-11 15:02
제천열분,,2020-09-20,5,,,,,,,0,,,N,N,,,1997-08-25 00:00,2020-09-11 14:48
제천열분,2020-09-21,,5,,,,,,,0,,,N,N,,,2020-09-11 14:50,2020-09-11 14:50
안동열주,,,6,,,,,,,0,,,N,N,,,1997-08-25 00:00,1999-10-05 00:00
동열소,,2006-07-11,3,,,,,,,0,,,N,N,,,1997-08-25 00:00,2006-07-11 15:02
동열소,2006-07-12,2020-09-20,3,,,,,,,0,,,N,N,,,2006-07-11 15:02,2020-09-11 14:48
동열소,2020-09-21,,3,,,,,,,0,,,N,N,,,2020-09-11 14:50,2020-09-11 14:50
부열소,,2006-07-11,5,,,,,,,0,,,N,N,,,1997-08-25 00:00,2006-07-11 15:03
부열소,2006-07-12,,5,,,,,,,0,,,N,N,,,2006-07-11 15:03,2006-07-11 15:03
대구열분,,,6,,,,,,,0,,,N,N,,,1997-08-25 00:00,1999-10-05 00:00
마산열분,,,9,,,,,,,0,,,N,N,,,1997-08-25 00:00,1999-10-05 00:00
경주열분,,,4,,,,,,,0,,,N,N,,,1997-08-25 00:00,1999-10-05 00:00
서울,,2004-02-20,9,659,9233,0,0,0,0,28,659,9233,Y,Y,서울 1.jpg,,1900-07-08 00:00,2004-02-20 11:07
서울,2004-02-21,2006-06-30,9,686,9778,0,0,0,0,29,686,9778,Y,Y,서울 1.jpg,,2004-02-20 11:07,2006-06-26 14:29
서울,2006-07-01,2009-09-30,9,671,9569,0,0,0,0,28,671,9569,Y,Y,서울 1.jpg,,2006-06-26 14:29,2009-09-29 14:51
서울,2009-10-01,,9,670,9555,0,0,0,0,29,670,9555,Y,Y,서울 1.jpg,,2009-09-29 14:51,2009-09-29 14:51
남영,,2004-05-27,0,80,1120,,,,,2,80,1120,N,N,남영 1.jpg,,1974-08-15 00:00,2004-05-27 17:04
남영,2004-05-28,2006-06-30,0,80,1120,,,,,2,80,1120,N,N,남영 1.jpg,,2004-05-27 17:04,2006-06-26 14:30
남영,2006-07-01,2007-09-30,0,80,1120,,,,,2,80,1120,N,N,남영 1.jpg,,2006-06-26 14:30,2007-09-27 16:27
남영,2007-10-01,2007-10-19,0,80,1120,,,,,2,80,1120,N,N,남영 1.jpg,,2007-09-27 16:27,2007-10-19 09:40
남영,2007-10-20,,0,80,1120,,,,,2,80,1120,Y,N,남영 1.jpg,,2007-10-19 09:40,2007-10-19 09:40
용산,,2004-02-20,2,819,11655,74,1089,28,402,48,1299,18446,Y,Y,용산 1.jpg,,1900-07-08 00:00,2004-02-20 11:07
용산,2004-02-21,2006-06-30,2,819,11655,74,1089,28,402,48,1299,18446,Y,Y,용산 1.jpg,,2004-02-20 11:07,2006-06-26 14:34
용산,2006-07-01,2009-09-30,2,819,11655,74,1089,28,402,48,1299,18446,Y,Y,용산 1.jpg,,2006-06-26 14:34,2009-09-29 14:55
용산,2009-10-01,2010-12-30,2,819,11655,74,1089,28,402,48,1299,18446,Y,Y,용산 1.jpg,,2009-09-29 14:55,2010-12-30 16:25
용산,2010-12-31,,2,822,11715,74,1089,28,402,48,1252,17806,Y,Y,용산 1.jpg,,2010-12-30 16:25,2010-12-30 16:25
용산경부분,2003-12-01,2006-06-30,0,100,1400,,,,,2,100,1400,N,N,,,2003-12-01 00:00,2006-06-29 21:51
용산경부분,2006-07-01,2011-12-26,0,100,1400,,,,,2,100,1400,N,N,,,2006-06-29 21:51,2011-12-26 11:03
용산경부분,2011-12-27,,0,100,1400,,,,,2,100,1400,N,N,,,2011-12-26 11:03,2011-12-26 11:03
노량진,1898-09-18,2006-06-30,14,214,3061,0,0,0,0,10,214,3061,N,N,노량진 1.jpg,,1899-09-18 00:00:00,2006-06-26 14:59
노량진,2006-07-01,,14,214,3061,0,0,0,0,10,214,3061,Y,N,노량진 1.jpg,,2006-06-26 14:59,2006-06-26 14:59
대방,,2004-05-27,0,80,1120,,,,,2,80,1120,N,N,대방 1.jpg,,1974-08-15 00:00,2004-05-27 17:16
대방,2004-05-28,2006-06-30,0,80,1120,,,,,2,80,1120,N,N,대방 1.jpg,,2004-05-27 17:16,2006-06-26 14:59
대방,2006-07-01,2007-09-30,0,80,1120,,,,,2,80,1120,N,N,대방 1.jpg,,2006-06-26 14:59,2007-09-27 16:28
대방,2007-10-01,2007-10-19,0,80,1120,,,,,2,80,1120,N,N,대방 1.jpg,,2007-09-27 16:28,2007-10-19 09:41
대방,2007-10-20,,0,80,1120,,,,,2,80,1120,N,N,대방 1.jpg,,2007-10-19 09:41,2007-10-19 09:41
신길,,2004-05-27,0,50,1400,,,,,2,50,1400,N,N,신길 2.jpg,,1997-07-03 00:00,2004-05-27 17:16
신길,2004-05-28,2006-06-30,0,50,1400,,,,,2,50,1400,N,N,신길 2.jpg,,2004-05-27 17:16,2006-06-26 15:00
신길,2006-07-01,2007-09-30,0,50,1400,,,,,2,50,1400,N,N,신길 2.jpg,,2006-06-26 15:00,2007-09-27 16:28
신길,2007-10-01,2007-10-19,0,50,1400,,,,,2,50,1400,N,N,신길 2.jpg,,2007-09-27 16:28,2007-10-19 09:41
신길,2007-10-20,,0,50,1400,,,,,2,50,1400,N,N,신길 2.jpg,,2007-10-19 09:41,2007-10-19 09:41
영등포,1898-09-18,2006-06-30,3,514,7330,97,1372,0,0,24,611,8702,N,Y,영등포 1.jpg,,1899-09-18 00:00:00,2006-06-26 15:00
영등포,2006-07-01,2010-11-17,3,521,7412,67,952,0,0,23,588,8364,N,Y,영등포 1.jpg,,2006-06-26 15:00,2010-11-17 11:33
영등포,2010-11-18,,3,521,7412,27,380,0,0,21,548,7792,N,Y,영등포 1.jpg,,2010-11-17 11:33,2010-11-17 11:33
신도림,,2006-06-30,0,80,1120,0,0,0,0,2,80,1120,N,N,신도림 1.jpg,,1984-04-16 00:00,2006-06-26 15:01
신도림,2006-07-01,2007-09-30,0,80,1120,0,0,0,0,2,80,1120,N,N,신도림 1.jpg,,2006-06-26 15:01,2007-09-27 16:29
신도림,2007-10-01,2007-10-19,0,80,1120,0,0,0,0,2,80,1120,N,N,신도림 1.jpg,,2007-09-27 16:29,2007-10-19 09:41
신도림,2007-10-20,,0,160,2240,0,0,0,0,4,160,2240,N,N,신도림 1.jpg,,2007-10-19 09:41,2007-10-19 09:41
구로,,2006-06-30,0,158,2270,,,,,68,917,13173,Y,N,,,1973-12-01 00:00,2006-06-26 15:01
구로,2006-07-01,,0,158,2270,,,,,68,917,13173,Y,N,,,2006-06-26 15:01,2006-06-26 15:01
구로경부분,2003-12-01,2006-06-30,0,100,1400,,,,,2,100,1400,N,N,,,2003-12-01 00:00,2006-06-29 21:52
구로경부분,2006-07-01,2011-12-26,0,100,1400,,,,,2,100,1400,N,N,,,2006-06-29 21:52,2011-12-26 11:06
구로경부분,2011-12-27,,0,100,1400,,,,,2,100,1400,N,N,,,2011-12-26 11:06,2011-12-26 11:06
가리봉,,2004-05-27,0,80,1120,,,,,2,80,1120,N,N,가산디지털 1.jpg,,1974-08-15 00:00,2004-05-27 17:17
가리봉,2004-05-28,2005-06-30,0,80,1120,,,,,2,80,1120,N,N,가산디지털 1.jpg,,2004-05-27 17:17,2005-06-30 14:12
가리봉,2005-07-01,2006-06-30,0,80,1120,,,,,2,80,1120,N,N,가산디지털 1.jpg,,2005-06-30 14:12,2006-06-26 15:11
가리봉,2006-07-01,2007-09-30,0,80,1120,,,,,2,80,1120,N,N,가산디지털 1.jpg,,2006-06-26 15:11,2007-09-27 16:29
가리봉,2007-10-01,2007-10-19,0,80,1120,,,,,2,80,1120,N,N,가산디지털 1.jpg,,2007-09-27 16:29,2007-10-19 09:42
가리봉,2007-10-20,,0,80,1120,,,,,2,80,1120,N,N,가산디지털 1.jpg,,2007-10-19 09:42,2007-10-19 09:42
독산,,2006-06-30,0,100,1400,,,,,2,100,1400,N,N,,,1998-01-09 00:00,2006-06-26 15:12
독산,2006-07-01,2007-09-30,0,100,1400,,,,,2,100,1400,N,N,,,2006-06-26 15:12,2007-09-28 09:54
독산,2007-10-01,2007-10-19,0,100,1400,,,,,2,100,1400,N,N,,,2007-09-28 09:54,2007-10-19 10:14
독산,2007-10-20,,0,100,1400,,,,,2,100,1400,N,N,,,2007-10-19 10:14,2007-10-19 10:14
시흥,,2006-06-30,13,287,3949,0,0,80,1140,14,367,5089,N,Y,,,1914-03-10 00:00,2006-06-26 15:13
시흥,2006-07-01,2008-12-26,13,281,4007,0,0,47,668,16,328,4675,N,Y,,,2006-06-26 15:13,2008-12-26 15:09
시흥,2008-12-27,,13,263,3742,0,0,47,668,15,310,4410,Y,Y,,,2008-12-26 15:09,2008-12-26 15:09
석수,,2006-06-30,0,160,2240,,,,,4,160,2240,N,N,,,1982-08-02 00:00,2006-06-26 15:13
석수,2006-07-01,2007-09-30,0,160,2240,,,,,4,160,2240,N,N,,,2006-06-26 15:13,2007-09-28 09:55
석수,2007-10-01,2007-10-19,0,160,2240,,,,,4,160,2240,N,N,,,2007-09-28 09:55,2007-10-19 10:14
석수,2007-10-20,2009-09-13,0,160,2240,,,,,4,160,2240,N,N,,,2007-10-19 10:14,2009-09-07 14:46
석수,2009-09-14,,0,160,2240,,,,,4,160,2240,N,N,,,2009-09-07 14:46,2009-09-07 14:46
관악,,2006-06-30,0,160,2240,,,,,4,160,2240,N,N,,,1974-08-15 00:00,2006-06-26 15:14
관악,2006-07-01,2007-09-30,0,160,2240,,,,,4,160,2240,N,N,,,2006-06-26 15:14,2007-09-28 09:56
관악,2007-10-01,2007-10-19,0,160,2240,,,,,4,160,2240,N,N,,,2007-09-28 09:56,2007-10-19 10:14
관악,2007-10-20,2009-09-13,0,160,2240,,,,,4,160,2240,N,N,,,2007-10-19 10:14,2009-09-07 14:53
관악,2009-09-14,,0,160,2240,,,,,4,160,2240,N,N,,,2009-09-07 14:53,2009-09-07 14:53
안양,,2006-06-30,12,209,2979,,,,,8,209,2979,N,Y,안양 1.bmp,,1905-01-01 00:00,2006-06-26 15:15
안양,2006-07-01,2009-09-13,12,209,2979,,,,,8,209,2979,N,Y,안양 1.bmp,,2006-06-26 15:15,2009-09-07 14:54
안양,2009-09-14,,12,209,2979,,,,,8,209,2979,N,Y,안양 1.bmp,,2009-09-07 14:54,2009-09-07 14:54
명학,,2006-06-30,0,84,1200,,,,,4,84,1200,N,N,명학 1.jpg,,1974-08-15 00:00,2006-06-26 15:15
명학,2006-07-01,2007-09-30,0,84,1200,,,,,4,84,1200,N,N,명학 1.jpg,,2006-06-26 15:15,2007-09-28 09:57
명학,2007-10-01,2007-10-19,0,84,1200,,,,,4,84,1200,N,N,명학 1.jpg,,2007-09-28 09:57,2007-10-19 10:15
명학,2007-10-20,2009-09-13,0,84,1200,,,,,4,84,1200,N,N,명학 1.jpg,,2007-10-19 10:15,2009-09-07 14:54
명학,2009-09-14,,0,84,1200,,,,,4,84,1200,N,N,명학 1.jpg,,2009-09-07 14:54,2009-09-07 14:54
금정,,2006-06-30,0,125,1773,,,,,6,125,1773,Y,N,,,1988-10-25 00:00,2006-06-26 15:31
금정,2006-07-01,2009-09-13,0,125,1773,,,,,6,125,1773,Y,N,,,2006-06-26 15:31,2009-09-07 14:54
금정,2009-09-14,,0,125,1773,,,,,6,125,1773,Y,N,,,2009-09-07 14:54,2009-09-07 14:54
군포,,2006-06-30,0,191,2687,,,,,5,191,2687,N,N,,,1905-01-01 00:00,2006-06-26 15:17
군포,2006-07-01,2009-09-13,0,191,2687,,,,,5,191,2687,N,N,,,2006-06-26 15:17,2009-09-07 14:55
군포,2009-09-14,,0,191,2687,,,,,5,191,2687,N,N,,,2009-09-07 14:55,2009-09-07 14:55
당정,2010-01-05,,0,,,,,,,0,,,N,N,당정 1.jpg,,2009-11-19 10:30,2009-11-19 10:30
부곡,,2004-06-24,5,1622,22975,128,1845,84,1195,60,2018,28658,Y,Y,의왕 1.bmp,,1944-05-01 00:00,2004-06-22 12:41
부곡,2004-06-25,2006-06-30,5,1622,22975,128,1845,84,1195,60,2018,28658,Y,Y,의왕 1.bmp,,2004-06-22 12:41,2006-06-26 15:17
부곡,2006-07-01,2007-03-16,5,1622,22975,128,1845,84,1195,60,2018,28658,Y,Y,의왕 1.bmp,,2006-06-26 15:17,2007-03-16 13:39
부곡,2007-03-17,2009-09-13,5,1641,23234,112,1617,84,1195,61,2019,28662,Y,Y,의왕 1.bmp,,2007-03-16 13:39,2009-09-07 14:55
부곡,2009-09-14,2009-09-30,5,1641,23234,112,1617,84,1195,61,2019,28662,Y,Y,의왕 1.bmp,,2009-09-07 14:55,2009-09-29 14:56
부곡,2009-10-01,,5,1426,20088,146,2110,0,0,59,1821,25771,Y,Y,의왕 1.bmp,,2009-09-29 14:56,2009-09-29 14:56
성균관대,,2006-06-30,0,112,1600,0,0,0,0,4,112,1600,N,N,성균관대 1.jpg,,1979-02-01 00:00,2006-06-26 15:18
성균관대,2006-07-01,2007-09-30,0,112,1600,0,0,0,0,4,112,1600,N,N,성균관대 1.jpg,,2006-06-26 15:18,2007-09-28 09:57
성균관대,2007-10-01,2007-10-19,0,112,1600,0,0,0,0,4,112,1600,N,N,성균관대 1.jpg,,2007-09-28 09:57,2007-10-19 10:15
성균관대,2007-10-20,2009-09-13,0,112,1600,0,0,0,0,4,112,1600,N,N,성균관대 1.jpg,,2007-10-19 10:15,2009-09-07 14:56
성균관대,2009-09-14,,0,112,1600,0,0,0,0,4,112,1600,N,N,성균관대 1.jpg,,2009-09-07 14:56,2009-09-07 14:56
화서,,2006-06-30,0,80,1120,0,0,0,0,2,80,1120,N,N,화서 1.jpg,,1974-08-15 00:00,2006-06-26 15:19
화서,2006-07-01,2007-09-30,0,80,1120,0,0,0,0,2,80,1120,N,N,화서 1.jpg,,2006-06-26 15:19,2007-09-28 09:57
화서,2007-10-01,2007-10-19,0,80,1120,0,0,0,0,2,80,1120,N,N,화서 1.jpg,,2007-09-28 09:57,2007-10-19 10:15
화서,2007-10-20,2009-09-13,0,80,1120,0,0,0,0,2,80,1120,N,N,화서 1.jpg,,2007-10-19 10:15,2009-09-07 14:56
화서,2009-09-14,,0,80,1120,0,0,0,0,2,80,1120,N,N,화서 1.jpg,,2009-09-07 14:56,2009-09-07 14:56
수원,,2006-06-30,4,591,8346,14,200,39,555,26,644,9101,N,Y,수원 1.jpg,,1905-01-01 00:00,2006-06-26 15:20
수원,2006-07-01,2009-09-13,4,578,8183,0,0,39,555,23,617,8738,N,Y,수원 1.jpg,,2006-06-26 15:20,2009-09-07 14:56
수원,2009-09-14,2010-11-17,4,578,8183,0,0,50,715,24,628,8898,N,Y,수원 1.jpg,,2009-09-07 14:56,2010-11-17 11:37
수원,2010-11-18,,4,568,8043,0,0,38,548,23,606,8591,Y,Y,수원 1.jpg,,2010-11-17 11:37,2010-11-17 11:37
세류,,2006-06-30,10,107,1529,0,0,50,724,8,157,2253,N,N,세류 1.jpg,,1954-03-10 00:00,2006-06-26 15:20
세류,2006-07-01,2009-09-13,10,107,1529,0,0,50,724,8,157,2253,N,N,세류 1.jpg,,2006-06-26 15:20,2009-09-07 14:57
세류,2009-09-14,,10,274,3877,0,0,30,439,11,304,4316,N,N,세류 1.jpg,,2009-09-07 14:57,2009-09-07 14:57
병점,,2006-06-30,11,386,5469,0,0,0,0,9,386,5469,N,Y,병점역 사진.jpg,,1905-01-01 00:00,2006-06-26 15:21
병점,2006-07-01,2009-09-13,11,386,5469,0,0,0,0,9,386,5469,N,Y,병점역 사진.jpg,,2006-06-26 15:21,2009-09-07 14:57
병점,2009-09-14,,11,379,5373,0,0,0,0,9,379,5373,Y,Y,병점역 사진.jpg,,2009-09-07 14:57,2009-09-07 14:57
세마,2005-09-01,2005-12-19,11,,,,,,,0,,,N,Y,,,2005-04-15 14:09,2005-08-31 10:24
세마,2005-12-20,2006-06-30,11,,,,,,,0,,,N,Y,,,2005-08-31 10:24,2006-06-26 15:21
세마,2006-07-01,2007-09-30,11,,,,,,,0,,,N,Y,,,2006-06-26 15:21,2007-09-28 09:58
세마,2007-10-01,2007-10-19,11,,,,,,,0,,,N,Y,,,2007-09-28 09:58,2007-10-19 10:15
세마,2007-10-20,2009-09-13,11,,,,,,,0,,,N,Y,,,2007-10-19 10:15,2009-09-07 14:57
세마,2009-09-14,,11,,,,,,,0,,,N,Y,,,2009-09-07 14:57,2009-09-07 14:57
오산대,2005-09-01,2005-12-19,11,,,,,,,0,,,N,Y,오산대 1.jpg,,2005-04-15 14:14,2005-08-31 10:26
오산대,2005-12-20,2006-06-30,11,,,,,,,0,,,N,Y,오산대 1.jpg,,2005-08-31 10:26,2006-06-26 15:22
오산대,2006-07-01,2007-09-30,11,,,,,,,0,,,N,Y,오산대 1.jpg,,2006-06-26 15:22,2007-09-28 09:58
오산대,2007-10-01,2007-10-19,11,,,,,,,0,,,N,Y,오산대 1.jpg,,2007-09-28 09:58,2007-10-19 10:15
오산대,2007-10-20,2009-09-13,11,,,,,,,0,,,N,Y,오산대 1.jpg,,2007-10-19 10:15,2009-09-07 14:58
오산대,2009-09-14,,11,,,,,,,0,,,N,Y,오산대 1.jpg,,2009-09-07 14:58,2009-09-07 14:58
오산,,2004-03-31,7,247,4057,0,0,42,588,7,289,4645,N,Y,오산 1.jpg,,1905-01-01 00:00,2004-03-31 15:23
오산,2004-04-01,2006-06-30,7,366,4790,0,0,42,588,12,421,5569,N,Y,오산 1.jpg,,2004-03-31 15:23,2006-06-26 15:22
오산,2006-07-01,2009-09-13,7,377,5335,0,0,0,0,10,389,5516,N,Y,오산 1.jpg,,2006-06-26 15:22,2009-09-07 14:58
오산,2009-09-14,2009-10-30,7,377,5335,0,0,0,0,10,389,5516,N,Y,오산 1.jpg,,2009-09-07 14:58,2009-10-22 17:37
오산,2009-10-31,,7,377,5335,0,0,0,0,10,389,5516,N,Y,오산 1.jpg,,2009-10-22 17:37,2009-10-23 13:45
진위,2005-09-01,2006-06-30,11,,,,,,,0,,,N,Y,,,2005-04-15 14:16,2006-06-28 10:16
진위,2006-07-01,2007-09-30,11,,,,,,,0,,,N,Y,,,2006-06-28 10:16,2007-09-28 09:59
진위,2007-10-01,2007-10-19,11,,,,,,,0,,,N,Y,,,2007-09-28 09:59,2007-10-19 10:15
진위,2007-10-20,2009-09-13,11,,,,,,,0,,,N,Y,,,2007-10-19 10:15,2009-09-07 14:58
진위,2009-09-14,,11,,,,,,,0,,,N,Y,,,2009-09-07 14:58,2009-09-07 14:58
송탄,,2004-03-31,0,44,617,0,0,0,0,5,44,617,N,N,송탄 1.jpg,,1952-10-01 00:00,2004-03-31 15:24
송탄,2004-04-01,2006-06-30,0,44,617,0,0,0,0,5,44,617,N,N,송탄 1.jpg,,2004-03-31 15:24,2006-06-26 15:23
송탄,2006-07-01,2009-09-13,0,44,617,0,0,0,0,5,44,617,N,N,송탄 1.jpg,,2006-06-26 15:23,2009-09-07 14:59
송탄,2009-09-14,,0,36,504,11,157,301,4234,10,348,4895,N,N,송탄 1.jpg,,2009-09-07 14:59,2009-09-07 14:59
서정리,,2004-03-31,8,284,3648,0,0,0,0,9,284,3648,N,Y,서정리 2.jpg,,1905-01-01 00:00,2004-03-31 15:25
서정리,2004-04-01,2006-06-30,8,291,4139,0,0,0,0,9,291,4139,N,Y,서정리 2.jpg,,2004-03-31 15:25,2006-06-26 15:23
서정리,2006-07-01,2009-09-13,8,263,3739,0,0,0,0,9,263,3739,N,Y,서정리 2.jpg,,2006-06-26 15:23,2009-09-07 14:59
서정리,2009-09-14,2010-12-30,8,263,3739,0,0,0,0,9,263,3739,N,Y,서정리 2.jpg,,2009-09-07 14:59,2010-12-30 16:29
서정리,2010-12-31,,8,289,4094,0,0,0,0,9,289,4094,N,Y,서정리 2.jpg,,2010-12-30 16:29,2010-12-30 16:29
지제,2005-09-01,2006-06-30,11,0,0,0,0,0,0,0,0,0,N,Y,,,2005-04-15 14:17,2006-06-28 10:20
지제,2006-07-01,2007-09-30,11,0,0,0,0,0,0,0,0,0,N,Y,,,2006-06-28 10:20,2007-09-28 09:59
지제,2007-10-01,2007-10-19,11,0,0,0,0,0,0,0,0,0,N,Y,,,2007-09-28 09:59,2007-10-19 10:15
지제,2007-10-20,2009-09-13,11,0,0,0,0,0,0,0,0,0,N,Y,,,2007-10-19 10:15,2009-09-07 15:00
지제,2009-09-14,2022-05-26,11,48,690,0,0,0,0,3,48,690,N,Y,,,2009-09-07 15:00,2022-05-26 15:12
지제,2022-05-27,,11,48,690,0,0,0,0,3,48,690,N,Y,,,2022-05-26 15:12,2022-05-26 15:12
평택,,2004-03-31,6,301,3567,0,0,25,546,13,326,4113,N,Y,평택 1.jpg,,1905-01-01 00:00,2004-03-31 15:26
평택,2004-04-01,2005-01-19,6,454,6460,0,0,39,546,17,493,7006,N,Y,평택 1.jpg,,2004-03-31 15:26,2005-01-17 12:54
평택,2005-01-20,2005-03-17,6,454,6460,0,0,39,546,17,493,7006,N,Y,평택 1.jpg,,2005-01-17 12:54,2005-03-16 16:35
평택,2005-03-18,2006-06-30,6,454,6460,0,0,39,546,17,493,7006,N,Y,평택 1.jpg,,2005-03-16 16:35,2006-06-26 15:23
평택,2006-07-01,2009-09-13,6,486,6825,0,0,39,546,20,525,7371,N,Y,평택 1.jpg,,2006-06-26 15:23,2009-09-07 15:00
평택,2009-09-14,,6,485,6842,0,0,0,0,19,485,6842,N,Y,평택 1.jpg,,2009-09-07 15:00,2009-09-07 15:00
성환,,2004-03-31,1,322,4737,0,0,37,524,11,359,5261,N,Y,성환 1.jpg,,1932-12-31 00:00,2004-03-31 15:26
성환,2004-04-01,2005-01-19,1,425,6172,0,0,37,524,13,462,6696,N,Y,성환 1.jpg,,2004-03-31 15:26,2005-01-17 12:55
성환,2005-01-20,2005-03-17,1,425,6172,0,0,37,524,13,462,6696,N,Y,성환 1.jpg,,2005-01-17 12:55,2005-03-16 16:51
성환,2005-03-18,2006-06-30,1,425,6172,0,0,37,524,13,462,6696,N,Y,성환 1.jpg,,2005-03-16 16:51,2006-06-26 17:02
성환,2006-07-01,2009-09-13,1,425,6004,0,0,37,524,13,462,6528,N,Y,성환 1.jpg,,2006-06-26 17:02,2009-09-07 15:49
성환,2009-09-14,2010-08-31,1,425,6004,0,0,37,524,13,462,6528,N,Y,성환 1.jpg,,2009-09-07 15:49,2010-08-31 19:57
성환,2010-09-01,,1,511,7232,0,0,37,524,15,548,7756,N,Y,성환 1.jpg,,2010-08-31 19:57,2010-08-31 19:57
직산,,2004-03-31,2,348,3562,0,0,39,551,12,396,4239,N,Y,직산 1.jpg,,1933-08-01 00:00,2004-03-31 15:26
직산,2004-04-01,2005-01-19,2,329,4910,0,0,39,551,12,377,5587,N,Y,직산 1.jpg,,2004-03-31 15:26,2005-01-17 12:56
직산,2005-01-20,2005-03-17,2,329,4910,0,0,39,551,12,377,5587,N,Y,직산 1.jpg,,2005-01-17 12:56,2005-03-16 16:51
직산,2005-03-18,2006-06-30,2,329,4910,0,0,39,551,12,377,5587,N,Y,직산 1.jpg,,2005-03-16 16:51,2006-06-26 17:02
직산,2006-07-01,2009-09-13,2,347,4915,0,0,0,0,9,347,4915,N,Y,직산 1.jpg,,2006-06-26 17:02,2009-09-07 15:50
직산,2009-09-14,2009-10-30,2,347,4915,0,0,0,0,9,347,4915,N,Y,직산 1.jpg,,2009-09-07 15:50,2009-10-22 17:21
직산,2009-10-31,,2,334,4745,0,0,0,0,9,334,4745,N,Y,직산 1.jpg,,2009-10-22 17:21,2009-10-22 17:21
두정,,2004-03-31,3,239,3418,0,0,0,0,7,239,3418,N,N,두정 1.jpg,,1979-06-15 00:00,2004-03-31 15:27
두정,2004-04-01,2005-01-19,3,239,3418,0,0,0,0,7,239,3418,N,N,두정 1.jpg,,2004-03-31 15:27,2005-01-17 12:55
두정,2005-01-20,2005-03-17,3,239,3418,0,0,0,0,7,239,3418,N,N,두정 1.jpg,,2005-01-17 12:55,2005-03-16 16:32
두정,2005-03-18,2006-06-30,3,239,3418,0,0,0,0,7,239,3418,N,N,두정 1.jpg,,2005-03-16 16:32,2006-06-26 17:03
두정,2006-07-01,2009-09-13,3,406,5730,0,0,0,0,9,406,5730,N,N,두정 1.jpg,,2006-06-26 17:03,2009-09-07 15:51
두정,2009-09-14,2009-09-30,3,406,5730,0,0,0,0,9,406,5730,N,N,두정 1.jpg,,2009-09-07 15:51,2009-09-28 18:49
두정,2009-10-01,,3,404,5720,0,0,0,0,9,404,5720,N,N,두정 1.jpg,,2009-09-28 18:49,2009-09-28 18:49
천안,,2004-03-31,4,628,7692,0,0,0,0,21,628,7692,Y,Y,천안 1.jpg,,1905-01-01 00:00,2004-03-31 15:27
천안,2004-04-01,2005-03-17,4,817,11546,0,0,0,0,32,817,11546,Y,Y,천안 1.jpg,,2004-03-31 15:27,2005-03-16 16:48
천안,2005-03-18,2006-06-30,4,817,11546,0,0,0,0,32,817,11546,Y,Y,천안 1.jpg,,2005-03-16 16:48,2006-06-26 17:03
