G2B분류번호,G2B품명,G2B영문품명,품명해설,생성일시,G2B코드사용여부
25221621,난방차용물펌프,Heating boiler car water pumps,난방차에서 사용하는 펌프중 유체로 물을 사용하는 각종 펌프로 부속품을 포함함.,2012-12-19 01:27,Y
25221622,전기기관차용배관장치,Electric locomotive pipe equipment,"공기배관으로는 공기 제동용 배관외에 제어 장치, 문개폐 장치의 배관이 있음 일반적으로 강관을 사용하고 공기 압력계 등은 동관을 쓰고 연결 호오스, 대차등의 연결관에는 고무호오스를 씀.",2012-12-19 01:27,Y
25221625,철도차량용밸브개폐기구,Rollingstock engine valve regulators,"객화차와 사고복구기중기 등 특수차량용 엔진의 실린더헤드에 장착되어 흡기, 배기밸브를 개폐시키는 장치로 부속품을 포함함.",2012-12-19 01:27,Y
25221627,전기기관차용보조공기압축기,Electric locomotive auxilary air compressors,"전기기관차의 기동시에 집전장치인 팬터그래프를 상승시키고 고압회로 차단기를 동작시키는데 필요한 압축공기를 발생시키는 공기압축기로, 전동기, 압축기, 보조공기통 등으로 구성됨.",2012-12-19 01:27,Y
25221628,전동차용보조공기압축기,Electric rail car auxilary air compressor,"무동력 상태의 전동차를 처음 기동시키기 위해 집전장치(팬터그래프), 주차단기, 교직절환기의 공기조작부에 공급하는 압축공기를 생성하는 공기압축기로, 압축기와 전동기로 되어있음.",2012-12-19 01:27,Y
25221631,객화차용앵글콕크,Passenger and freight car angle cock,객화차의 공기제동장치에 사용되는 장치로 압축공기를 차량마다 공급 또는 차단시켜주는 부품.,2012-12-19 01:27,Y
25221633,철도차량용공기제어기,Rolling stock air controler,"사고복구기중기나 특수차량용 주행 및 제동장치 등의 공기흐름을 제어하는 장치로 레벨링밸브, 다이아프램 등 부속품을 포함함.",2012-12-19 01:27,Y
25221635,객화차용에어호스,Passenger and freight car air hose,제동장치 에어호스 부품.,2012-12-19 01:27,Y
25221637,전기기관차용차체여과기,Electric locomotive air filter,"기관차 양측벽의 냉각용 공기흡입창에 설치된 휠터로, 이 차체여과기를 통해 여과된 공기는 각 전동기의 냉각용 공기로 사용됨.",2012-12-19 01:27,Y
25221638,철도차량용유압장치,Rolling stock oil pressure equipment,"사고복구기중기나 특수차량용의 유압장치로 카운터 웨이트 실린더, 유압펌프 등을 포함함.",2012-12-19 01:27,Y
25221639,디젤기관차용윤활유배관,Diesel locomotive lube oil manifold and pipes,"디젤기관에 사용되는 윤활유의 배관으로서 튜브, 개스킷 등이 부착되어 있음.",2012-12-19 01:27,Y
25221641,철도차량용윤활유배관,Rollingstock engine lubricating oil pipe line,객화차와 사고복구기중기 등 특수차량용 엔진의 윤활계통배관 및 부속품임.,2012-12-19 01:27,Y
25221643,디젤기관차용윤활유펌프,Diesel locomotive lube oil pump,"디젤기관차 기관내의 모든 마찰부에 윤활유를 강제 압송시키는 기어식 펌프조립체로, 주윤활유펌프 부분과 피스톤냉각유펌프 부분으로 되어 있고 부속품을 포함함.",2012-12-19 01:27,Y
25221645,철도차량용윤활유펌프,Rollingstock engine lubricating oil pump,객화차와 사고복구기중기 등 특수차량용 엔진의 윤활유를 순환시켜주는 펌프로 부속품을 포함함.,2012-12-19 01:27,Y
25221646,디젤기관차용윤활유여과기,Diesel locomotive lube oil filter,"디젤기관차 기관의 윤활유를 걸러 주는 필터로, 카트리지 형으로 웨이스트 여과기와 종이 여과기가 사용됨.",2012-12-19 01:27,Y
25221648,철도차량용윤활유여과기,Rollingstock engine lubricating oil filter,"객화차와 사고복구기중기 등 특수차량용 엔진의 윤활유의 불순물을 여과해주는 여과기로, 엘리먼트 등을 포함한다.",2012-12-19 01:27,Y
25221649,전동차용자동배수밸브,Electric rail car auto draining valve,"전동차 주공기통 또는 유분리기에 모인 수분이나 오일을 자동으로 배출하는 장치로 전자밸브 동작시 공급된 제어공기에 의해 동작되며 밸브몸체, 체크밸브, 히터등으로 구성됨.",2012-12-19 01:27,Y
25221652,디젤기관차용조정기,Diesel locomotive regulator,"디젤기관차의 조정기에는 부하조정기와 전압조종기가 있으며, 부하조정기는 조속기 전자밸브의 동작에 따라 기관부하를 조정하는 기능을 하며, 전압조정기는 보조발전기의 발전전압을 일정하게 해줌.",2012-12-19 01:27,Y
25221654,디젤동차용컨버터배관,Diesel rail car converter pipes,디젤동차의 변속기와 부수장치들 사이를 연결해 주는 공기관 및 작동유 배관과 부속품임.,2012-12-19 01:27,Y
25221655,디젤동차용컷아웃콕크,Diesel rail car cutout cocks,디젤동차 공기배관에 작착되어 공기의 흐름을 차단할 수 있는 밸브.,2012-12-19 01:27,Y
25221656,객화차용콕,Passenger and freight car cock,객화차의 제동장치 배관에 장착하여 제동관 공기의 흐름을 수동으로 차단할 수 있는 콕(COCK)임.(앵글콕은 25221631로 분류).,2012-12-19 01:27,Y
25221658,철도차량용플렉시블튜브,Rollingstock engine fexible tube,"객화차와 사고복구기중기 등 특수차량용 엔진의 냉각, 윤활계통 및 주변장치에서 사용하는 각종 가요성 튜브류임.",2012-12-19 01:27,Y
25221661,전동차용엑추에이터,Electric rail car actuator,전동차에 사용되는 액추에이터로 발전제동용 및 기압스위치 등을 포함.,2012-12-19 01:27,Y
25221662,디젤동차용공기압축기,Diesel rail car air compressors,"디젤동차의 공기제동장치와 출입문 개폐장치 등 각종 공기압 작동기기에 필요한 공기를 생성하는 장치로, 전동기와 압축기 및 공기오일탱크 등으로 되어 있음.",2012-12-19 01:27,Y
25221663,디젤기관차용공기압축기,Diesel locomotive compressor equipment,"디젤기관차의 제동장치와 각종 공압작동기기에 필요한 압축공기를 발생하는 공기압축기로, 부속품을 포함.",2012-12-19 01:27,Y
25221664,전기기관차용공기압축기,Electric locomotive main air compressor,"전기기관차의 제동장치와 공기압으로 작동하는 각종 장치에 필요한 압력공기를 발생시키는 주공기압축기로, 공기압축기(왕복동식 및 스크류식)와 전동기 및 중간냉각기 등 부속기기로 되어 있음.",2012-12-19 01:27,Y
25221665,디젤동차용공기압축기조속기,Diesel rail car air compressor governers,디젤동차의 공기압축기에서 발생하는 압축공기의 압력을 설정한 압력으로 일정하게 조정하는 장치.,2012-12-19 01:27,Y
25221668,전동차용조압기,Electric railcar air pressure governer,"전동차의 공기압축기에서 생성된 공기압력을 감지하여 일정한 압력이 유지되도록 공기압축기의 구동을 제어하는 장치로, 압력스위치 등 부속품을 포함.",2012-12-19 01:27,Y
252217,철도차량전기장치,Rolling stock electrical equipment,"철도차량의 각종 전기장치 및 부품.(제외 : 전동기, 발전기, 축전지 및 변압기등 전원장치)",2012-12-19 01:27,Y
25221701,디젤기관차용계전기,Diesel locomotive relay,디젤기관차용의 전기회로에 사용하는 각종 계전기류임.,2012-12-19 01:27,Y
25221702,전기기관차용계전기함,Electric locomotive relay box,전기기관차 기계실내 계전함 및 각종 계전기 등 부속장치 등을 말함.,2012-12-19 01:27,Y
25221704,전기기관차용고압회로장치,Electric locomotive high voltage circuit device,전기기관차 고압회로 접지장치인 접지스위치와 그 부속장치 등을 말함.,2012-12-19 01:27,Y
25221707,전동차용교류제어기함,Electric rail car alternating current control box,"전동차의 교직전환기와 각종 교류계전기가 수납된 제어함으로 저항기, 회로기판, 단자대 등 부속품을 포함함.",2012-12-19 01:27,Y
25221709,전동차용단류기함(저항제어),Electric rail car line breaker box,"저항제어 전동차의 차단기(유닛스위치)와 과전압 및 과전류계전기, 시한계전기, 접지계전기 등이 박스안에 모아져 있으며, 접촉편, 절연애자 등 부속품을 포함함.(인버터형은 25221711 로분류)",2012-12-19 01:27,Y
25221712,철도차량용전동기,Rollingstock motors,객화차와 사고복구기중기 등에 사용하는 전동기로 부속품을 포함함.,2012-12-19 01:27,Y
25221713,전동차용모진보호변류기,Electric rail car protection current transformer,"전동차가 직류구간 운행중에 전차선에서 교류가 혼촉 또는 교류구간에 모진하였을 때, 신속하게 회로를 차단하여 절연파괴를 방지하고 피뢰기의 방전전류를 검출하여 주차단기를 개방시키는 역할을 하며 부속품을 포함함.",2012-12-19 01:27,Y
25221718,디젤동차용전압조정기,Diesel rail car voltage regulator,디젤동차 기관의 속도나 부하와 무관하게 충전발전기에서 발생하는 전압을 항상 일정하게(DC 24V) 유지시켜 주는 전압제어장치임.,2012-12-19 01:27,Y
25221719,전기기관차용유도분류기,Electric locomotive induction shunt,"전기기관차의 정류장치로 부터 견인전동기에 공급되는 직류를 평활시키기 위해(갑작스런 전압변동 경우 등) 회로를 분류시켜 견인전동기 송풍전동기 하부에 설치한분류기로, 철심, 코일 및 프레임 등으로 되어 있음.",2012-12-19 01:27,Y
25221720,전기기관차용분전함,Electric locomotive switchgear box,"전기기관차의 각종 스위치, 접촉기, 저항기 및 계전기 등이 철제 박스안에 내장되어 있으며, 제1분전함과 제2분전함이 기계실의 앞뒤에 각각 설치되어 있음.",2012-12-19 01:27,Y
25221721,디젤기관차용스위치,Diesel locomotive switch,디젤기관차에서 사용하는 각종 스위치로 전기회로를 개폐해줌.,2012-12-19 01:27,Y
25221722,전기기관차용스위치,Electric locomotive switch,전기기관차에 전기회로를 개폐하는 장치.,2012-12-19 01:27,Y
25221724,객화차용어댑터,Passenger and freight car adapters,객화차 주행장치인 대차의 윤축용베어링과 대차프레임 사이에 설치되어 하중을 균등하게 전달하는 역할을 함.,2012-12-19 01:27,Y
25221725,전동차용인버터모듈,Electric rail car inverter module,"전동차 주변환장치 컨버터에서 발생된 일정한 직류전압을 견인전동기 구동에 필요한 교류전압으로 변환하는 장치로, 리액터유닛, 커버 등으로 구성되며 제어유닛을포함.",2012-12-19 01:27,Y
25221727,전동차용일반배전반,Electric rail car purpose panel,"전동차에 사용되는 배전반으로 철제판위에 각종 접촉기, 계전기, 배선용차단기, 스위치류 등을 취부한 것으로, 단자대를 붙여 배선 접속이 편리하도록 되어 있으며 제어차용과 구동차용이 있음.(냉난방용 배전반은 25221708 로 분류)",2012-12-19 01:27,Y
25221728,디젤기관차용저항기,Diesel locomotive resistor,"디젤기관차의 전기회로내에서 전류의 흐름을 억제해주는 역할을 하고 축전지 충전저항기, 발전제동저항기, 격자저항기 등이 있음.",2012-12-19 01:27,Y
25221730,전동차용저항기,Electric rail car resistance,"전동차용 주저항기, 감류저항기(약전류저항기), 약계자저항기로 저항체, 지지애자, 절연애자 등으로 구성됨.",2012-12-19 01:27,Y
25221736,전기기관차용접지장치,Electric locomotive earthing device,"전기기관차의 지붕위에 설치되어 전차선을 접지시키는 안전 장치로, 작업시나 기타 필요시에 이 장치을 접지위치로 회전시키면 팬터그라프의 조작공기통로가 차단되어 팬터그라프의 상승을 방지시켜주고,또한 팬터그라프가 상승되어 가압되더라도 전차선을 즉시 접지시켜 인명과 기기를 보호하는 역할을 하며, 스위치봉, 회전애자 등으로 되어 있음.",2012-12-19 01:27,Y
25221737,디젤기관차용접촉기,Diesel locomotive contacter,"디젤기관차의 전기회로를 연결시켜 주는 전기장치로서 기동접촉기, 발전기제동접촉기, 동력접촉기 등이 있음.",2012-12-19 01:27,Y
25221739,전기기관차용정류장치,Electric locomotive rectifier unit,전기기관차에 공급되는 교류전기를 직류로 변환시켜 견인전동기에 공급하는 장치.,2012-12-19 01:27,Y
25221742,전동차용차단기,Electric rail car breaker(resistance control),"전동차의 배전반에 설치되어 주요 기기 제어전원 차단용으로, 고속도차단기와 유닛스위치로 구성되며 접촉편, 절연애자 등 부속품을 포함함.",2012-12-19 01:27,Y
25221743,객화차용배전반,Passenger and freight car switch board,"객화차에 설치된 배전반으로, 냉난방 및 각종 전기장치를 제어하는 계전기, 스위치 등이 포함됨.(KB형배전반은 제외).",2012-12-19 01:27,Y
25221744,객화차용램프소켓,Passenger and freight car lamp sockets,객화차의 각종 등기구에 사용하는 소켓으로 부속품을 포함함.,2012-12-19 01:27,Y
