자재번호,G2B분류번호,속성코드,속성값,생성일시
1104644,25221663,Y0COMMON_06,③④⑬,2025-04-16 23:30
1104644,25221663,Y25221663_006,74,2025-04-16 23:30
1104644,25221663,Y25221663_007,V,2025-04-16 23:30
1109756,25220132,Y25220132_002,"SRT,산천Ⅱ(호남),이음",2025-04-16 23:30
1109756,25220132,Y0COMMON_01,소변용 물내림버튼 Ass'y (커넥,2025-04-16 23:30
1109756,25220132,Y25220132_997,TVT26-CP-PC33,2025-04-16 23:30
1059605,25222157,Y0COMMON_01,건조기탱크,2025-04-16 23:30
1059605,25222157,Y0COMMON_07,K611-1114-E1330-RB+T-062,2025-04-16 23:30
1059605,25222157,Y25222157_001,II31619/2,2025-04-16 23:30
1059606,25222157,Y0COMMON_01,건조기탱크플랜지,2025-04-16 23:30
1059606,25222157,Y0COMMON_07,K611-1114-E1330-RB+T-062,2025-04-16 23:30
1059606,25222157,Y25222157_001,II16100,2025-04-16 23:30
1059607,25222157,Y0COMMON_01,건조기탱크하부커버,2025-04-16 23:30
1059607,25222157,Y0COMMON_07,K611-1114-E1330-RB+T-062,2025-04-16 23:30
1059607,25222157,Y25222157_001,C53923,2025-04-16 23:30
1113890,30131702,Y0COMMON_01,고흥석,2025-07-16 23:30
1113890,30131702,Y30131702_002,검회색류,2025-07-16 23:30
1113890,30131702,Y30131702_007,외벽마감재,2025-07-16 23:30
1113890,30131702,Y30131702_008,국산,2025-07-16 23:30
1113890,30131702,Y30131702_009,화강석,2025-07-16 23:30
1113890,30131702,Y30131702_010,1M,2025-07-16 23:30
1113890,30131702,Y30131702_011,M,2025-07-16 23:30
1113890,30131702,Y30131702_013,MM,2025-07-16 23:30
1113890,30131702,Y30131702_014,1M,2025-07-16 23:30
1113890,30131702,Y30131702_015,M,2025-07-16 23:30
1113890,30131702,Y30131702_016,버너마감,2025-07-16 23:30
1113890,30131702,Y30131702_997,건축용,2025-07-16 23:30
1113890,30131702,Y30131702_998,30MM,2025-07-16 23:30
1078685,25240214,Y25240214_008,㎜,2025-07-17 23:30
1078685,25240214,Y25240214_009,174,2025-07-17 23:30
1078685,25240214,Y25240214_010,㎜,2025-07-17 23:30
1078685,25240214,Y25240214_011,145,2025-07-17 23:30
1078685,25240214,Y25240214_012,㎜,2025-07-17 23:30
1026757,25240214,Y0COMMON_01,포인트레일,2025-07-17 23:30
1026757,25240214,Y0COMMON_03,KRCS 9801,2025-07-17 23:30
1026757,25240214,Y25240214_997,60㎏ #10,2025-07-17 23:30
1026757,25240214,Y25240214_001,좌-좌,2025-07-17 23:30
1026760,25240214,Y0COMMON_01,포인트레일,2025-07-17 23:30
1026760,25240214,Y0COMMON_03,KRCS 9801,2025-07-17 23:30
1026760,25240214,Y25240214_997,60㎏ #12,2025-07-17 23:30
1026760,25240214,Y25240214_001,좌-좌,2025-07-17 23:30
1026761,25240214,Y0COMMON_01,포인트레일,2025-07-17 23:30
1026761,25240214,Y0COMMON_03,KRCS 9801,2025-07-17 23:30
1026761,25240214,Y25240214_997,60㎏ #12,2025-07-17 23:30
1026761,25240214,Y25240214_001,우-우,2025-07-17 23:30
1014077,25240214,Y0COMMON_01,포인트레일,2025-07-17 23:30
1014077,25240214,Y0COMMON_03,KRCS 9801,2025-07-17 23:30
1014077,25240214,Y25240214_997,60㎏ #15 좌-우,2025-07-17 23:30
1026762,25240214,Y0COMMON_01,포인트레일,2025-07-17 23:30
1026762,25240214,Y0COMMON_03,KRCS 9801,2025-07-17 23:30
1026762,25240214,Y25240214_997,60㎏ #15,2025-07-17 23:30
1026762,25240214,Y25240214_001,좌-좌,2025-07-17 23:30
1012697,25221926,Y0COMMON_01,계전기,2025-07-17 23:30
1012697,25221926,Y25221926_004,모터블럭용,2025-07-17 23:30
1012697,25221926,Y25221926_997,C.027.11B.S,2025-07-17 23:30
7021230,40101806,Y40101806_014,380,2025-07-17 23:30
7021230,40101806,Y40101806_015,V,2025-07-17 23:30
7021230,40101806,Y40101806_025,765,2025-07-17 23:30
7021230,40101806,Y40101806_026,MM,2025-07-17 23:30
7021230,40101806,Y40101806_027,1695,2025-07-17 23:30
7021230,40101806,Y40101806_028,MM,2025-07-17 23:30
7021230,40101806,Y40101806_029,1295,2025-07-17 23:30
7021230,40101806,Y40101806_030,MM,2025-07-17 23:30
7021230,40101806,Y0COMMON_01,"멀티형 실외기,냉방52.2kw/난방5",2025-07-17 23:30
1063409,30131704,Y0COMMON_01,타일,2025-07-17 23:30
1063409,30131704,Y30131704_011,바닥타일,2025-07-17 23:30
1063409,30131704,Y30131704_997,300*300㎜,2025-07-17 23:30
1063409,30131704,Y30131704_010,자기질,2025-07-17 23:30
7021286,46191602,Y46191602_997,총중량 555g,2025-07-17 23:30
7021286,46191602,Y46191602_998,소화약제 450g,2025-07-17 23:30
7021286,46191602,Y0COMMON_01,액상소화기,2025-07-17 23:30
1123415,25221925,Y0COMMON_01,KTX-이음 주변압기 오일펌프 가,2025-07-17 23:30
1123415,25221925,Y0COMMON_02,Kevion B2V/123K/80,2025-07-17 23:30
1123415,25221925,Y0COMMON_06,30000004,2025-07-17 23:30
1123476,25221016,Y0COMMON_01,KTX-이음 부수대차 전위 링크암(,2025-07-17 23:30
1123476,25221016,Y0COMMON_05,RBD20101FK0-301,2025-07-17 23:30
1123477,25221015,Y0COMMON_01,KTX-이음/청룡 공기스프링 상부,2025-07-17 23:30
1123477,25221015,Y0COMMON_05,RBF11001FK0,2025-07-17 23:30
1123477,25221015,Y0COMMON_06,5878145500,2025-07-17 23:30
1123477,25221015,Y25221015_003,NR,2025-07-17 23:30
1123478,25221015,Y0COMMON_01,KTX-이음/청룡 공기스프링 상부,2025-07-17 23:30
1123478,25221015,Y0COMMON_05,RBF11001FK0,2025-07-17 23:30
1123478,25221015,Y0COMMON_06,9313592,2025-07-17 23:30
1123478,25221015,Y25221015_003,NBR 872,2025-07-17 23:30
1123478,25221015,Y25221015_001,"65.00-5,00 72",2025-07-17 23:30
1012416,25221808,Y0COMMON_01,터미널볼트,2025-04-09 23:30
1012416,25221808,Y25221808_997,"시동전동기용25101-00001,2",2025-04-09 23:30
1012416,25221808,Y25221808_998,452-12012+452-12014,2025-04-09 23:30
1099114,39121106,Y39121106_028,㎜,2025-05-02 23:30
1099114,39121106,Y39121106_029,13,2025-05-02 23:30
1099114,39121106,Y39121106_030,㎜,2025-05-02 23:30
1099114,39121106,Y39121106_997,홀크기 16파이,2025-05-02 23:30
1099114,39121106,Y0COMMON_01,중전류 측정용 전류센서,2025-05-02 23:30
1099114,39121106,Y0COMMON_02,1차40A2차4V 입력±12V(양전원),2025-05-02 23:30
7021224,41112202,Y0COMMON_01,스캐닝시스템,2025-05-02 23:30
7021224,41112202,Y0COMMON_03,KRCS 24044,2025-05-02 23:30
7021224,41112202,Y0COMMON_04,1,2025-05-02 23:30
1070356,25221764,Y25221764_997,Y500 S 1.5㎟ DTR0015514AGB,2025-05-02 23:30
1093535,22101526,Y22101526_997,고무패트 부착식 궤도,2025-05-02 23:30
1093535,22101526,Y22101526_998,붙임규격 참조,2025-05-02 23:30
1093535,22101526,Y22101526_012,0.17,2025-05-02 23:30
1093535,22101526,Y22101526_013,M3,2025-05-02 23:30
1093535,22101526,Y22101526_999,레일주행시스템+가변붐대 적용,2025-05-02 23:30
1093535,22101526,Y0COMMON_01,산판용 굴착기,2025-05-02 23:30
1109510,25221063,Y0COMMON_01,90핀 점퍼플러그,2025-05-02 23:30
1109510,25221063,Y0COMMON_05,관리번호 수인 05-11-08-047,2025-05-02 23:30
1122985,31211502,Y0COMMON_01,친환경 수성페인트 청색,2025-05-02 23:30
1122985,31211502,Y31211502_997,경화제 포함 15KG,2025-05-02 23:30
1122985,31211502,Y31211502_998,KRCS_E038,2025-05-02 23:30
1013957,25240141,Y0COMMON_01,응급이음매장치,2025-05-02 23:30
1013957,25240141,Y25240141_997,철도2250-1034 50㎏ N 레일용 경,2025-05-02 23:30
1013961,25240141,Y0COMMON_01,응급이음매장치,2025-05-02 23:30
1013961,25240141,Y0COMMON_03,KRCS 0206,2025-05-02 23:30
1013961,25240141,Y25240141_997,60㎏,2025-05-02 23:30
1013961,25240141,Y25240141_001,레일용,2025-05-02 23:30
1026735,25240434,Y0COMMON_01,절연블럭,2025-05-02 23:30
1026735,25240434,Y0COMMON_02,KRS TR 0014,2025-05-02 23:30
1026735,25240434,Y25240434_004,UIC60㎏ e-클립용 T8mm,2025-05-02 23:30
1026735,25240434,Y25240434_008,110,2025-05-02 23:30
1026735,25240434,Y25240434_009,㎜,2025-05-02 23:30
1026735,25240434,Y25240434_010,8,2025-05-02 23:30
1026735,25240434,Y25240434_011,㎜,2025-05-02 23:30
1026735,25240434,Y25240434_012,27.5,2025-05-02 23:30
1026735,25240434,Y25240434_013,㎜,2025-05-02 23:30
1078176,30181503,Y0COMMON_01,샤워부스,2025-05-02 23:30
1078176,30181503,Y30181503_997,1400*1100*2180㎜,2025-05-02 23:30
1122816,25240322,Y0COMMON_01,경보시스템용 레이저스캔센서,2025-05-02 23:30
1122816,25240322,Y25240322_005,30,2025-05-02 23:30
1122816,25240322,Y25240322_006,V,2025-05-02 23:30
1017845,11122001,Y11122001_016,1210,2025-01-15 23:30
1017845,11122001,Y11122001_017,㎜,2025-01-15 23:30
1017845,11122001,Y11122001_997,W1210*L2430*T15㎜,2025-01-15 23:30
1017845,11122001,Y0COMMON_01,일반합판,2025-01-15 23:30
1104266,25220723,Y0COMMON_01,차축속도센서(ASJB) 브라켓(좌),2025-01-15 23:30
1104266,25220723,Y0COMMON_05,TRP06439-353022,2025-01-15 23:30
1104266,25220723,Y0COMMON_07,"TRP06439-301,TRP064440",2025-01-15 23:30
1104266,25220723,Y25220723_997,300㎜*47㎜*80㎜,2025-01-15 23:30
1104266,25220723,Y25220723_998,"클램프,고무팩킹,볼트(M6*20),너",2025-01-15 23:30
1104266,25220723,Y25220723_999,재질:SS400,2025-01-15 23:30
1098932,25221938,Y0COMMON_01,"팬터그래프 ADD밸브조립체 산천,",2025-01-15 23:30
1098932,25221938,Y25221938_997,VL101112-0101,2025-01-15 23:30
1098932,25221938,Y25221938_998,RET10009FK0,2025-01-15 23:30
1115253,25220132,Y0COMMON_01,KTX-이음 화장실 변기시트커버,2025-01-15 23:30
1115253,25220132,Y25220132_997,TVT32-TBU-PC08,2025-01-15 23:30
1115253,25220132,Y25220132_998,RMS20100FK0-Z,2025-01-15 23:30
1087364,39121410,Y39121410_997,YSCTT-04S 250V10A 100*40㎜,2025-06-23 23:30
1087364,39121410,Y0COMMON_01,시험용CTT단자대,2025-06-23 23:30
7020533,24101601,Y24101601_037,2개층,2025-06-24 23:30
7020533,24101601,Y24101601_038,17인승,2025-06-24 23:30
7020533,24101601,Y24101601_015,60m/min,2025-06-24 23:30
7020533,24101601,Y24101601_019,장애인용,2025-06-24 23:30
7020533,24101601,Y24101601_022,1275kg,2025-06-24 23:30
7020533,24101601,Y24101601_025,MRL,2025-06-24 23:30
7020533,24101601,Y0COMMON_01,승객용 엘리베이터,2025-06-24 23:30
7020533,24101601,Y0COMMON_03,KRCS G090,2025-06-24 23:30
7020533,24101601,Y0COMMON_04,0,2025-06-24 23:30
1009482,25222119,Y0COMMON_01,자동가감기,2025-06-24 23:30
1009482,25222119,Y0COMMON_02,KRS BR 0010,2025-06-24 23:30
1009482,25222119,Y25222119_997,2252-30440,2025-06-24 23:30
1009753,25222009,Y0COMMON_01,P4a제어변,2025-06-24 23:30
1009753,25222009,Y0COMMON_02,KRS BR0011,2025-06-24 23:30
1009753,25222009,Y0COMMON_05,2252-20470-114642,2025-06-24 23:30
1009753,25222009,Y0COMMON_07,2252-20480-114643,2025-06-24 23:30
1009753,25222009,Y25222009_997,"공차 1.3kg/㎠, 영차 3.5kg/㎠",2025-06-24 23:30
1009753,25222009,Y25222009_007,화차용 막판식 제동장치용,2025-06-24 23:30
1070537,25230346,Y25230346_007,전환력측정기용,2025-06-24 23:30
1070537,25230346,Y0COMMON_01,납축전지,2025-06-24 23:30
1070537,25230346,Y0COMMON_02,ES 1.2-12,2025-06-24 23:30
1070537,25230346,Y25230346_997,1.2AH 12V,2025-06-24 23:30
1009145,25221040,Y0COMMON_01,스프링컵,2025-06-24 23:30
1009145,25221040,Y0COMMON_05,FF02020 A-280796,2025-06-24 23:30
1009145,25221040,Y25221040_997,용접대차형 현대,2025-06-24 23:30
1009145,25221040,Y25221040_008,SC450,2025-06-24 23:30
1009145,25221040,Y25221040_014,308mm,2025-06-24 23:30
1107441,25220918,Y0COMMON_01,인버터,2025-06-24 23:30
1107441,25220918,Y25220918_997,"G100C,3.7KW 동등",2025-06-24 23:30
1107441,25220918,Y25220918_007,340-480,2025-06-24 23:30
1107441,25220918,Y25220918_008,V,2025-06-24 23:30
1021982,15121902,Y15121902_997,Vaseline neutral greaseDT,2025-06-24 23:30
1021982,15121902,Y15121902_998,550g,2025-06-24 23:30
1021982,15121902,Y15121902_022,KTX 차량용,2025-06-24 23:30
1021982,15121902,Y0COMMON_01,그리스,2025-06-24 23:30
1118358,25220748,Y0COMMON_01,KTX-이음 기어커플링 육각볼트 M,2025-06-24 23:30
1118358,25220748,Y25220748_997,RBC12001FK0,2025-06-24 23:30
1118359,25220748,Y0COMMON_01,KTX-이음 기어커플링 육각너트 M,2025-06-24 23:30
1118359,25220748,Y25220748_997,RBC12001FK0,2025-06-24 23:30
1106263,39121633,Y39121633_016,400,2025-06-24 23:30
1106263,39121633,Y39121633_017,V,2025-06-24 23:30
1106263,39121633,Y39121633_997,5SP4292-7,2025-06-24 23:30
1106263,39121633,Y39121633_998,"10KA, 2폴",2025-06-24 23:30
1106263,39121633,Y39121633_013,EL8200 회로차단기 축전기용(32F,2025-06-24 23:30
1116500,25221929,Y0COMMON_01,KTX-이음 주변환장치 IGBT 인버,2025-06-05 23:30
1116500,25221929,Y0COMMON_03,KRCS B613,2025-06-05 23:30
1116500,25221929,Y0COMMON_05,RVS15004FK0,2025-06-05 23:30
1102069,25230803,Y25230803_015,㎜,2025-06-05 23:30
1102069,25230803,Y25230803_014,5,2025-06-05 23:30
1102069,25230803,Y25230803_013,㎜,2025-06-05 23:30
1102069,25230803,Y25230803_012,50,2025-06-05 23:30
1102069,25230803,Y25230803_011,㎜,2025-06-05 23:30
1102069,25230803,Y25230803_010,61,2025-06-05 23:30
1102069,25230803,Y25230803_001,NEOPRENE C2,2025-06-05 23:30
1102069,25230803,Y0COMMON_01,액슬하우징 조인트씰,2025-06-05 23:30
1102069,25230803,Y0COMMON_05,수단 4124-40004,2025-06-05 23:30
1115004,25240322,Y0COMMON_01,개별제어반 현대무벡스 HMX-DA10,2025-06-05 23:30
1115004,25240322,Y25240322_005,220,2025-06-05 23:30
1115004,25240322,Y25240322_006,V,2025-06-05 23:30
1055377,31162403,Y0COMMON_01,피벗힌지,2025-06-05 23:30
1055377,31162403,Y0COMMON_02,K-1200,2025-06-05 23:30
1055377,31162403,Y31162403_010,방화문용,2025-06-05 23:30
1055377,31162403,Y31162403_997,K-1200,2025-06-05 23:30
1045677,40142391,Y40142391_997,카프링 패킹 4400대용 1123-0009,2025-06-05 23:30
1045677,40142391,Y0COMMON_01,윤활유배관,2025-06-05 23:30
1114087,43222612,Y43222612_004,Z03,2025-06-05 23:30
1114087,43222612,Y43222612_026,440,2025-06-05 23:30
1114087,43222612,Y43222612_027,MM,2025-06-05 23:30
1114087,43222612,Y43222612_031,Z03,2025-06-05 23:30
1114087,43222612,Y43222612_011,220,2025-06-05 23:30
1114087,43222612,Y43222612_012,V,2025-06-05 23:30
1114087,43222612,Y43222612_014,Z28,2025-06-05 23:30
1114087,43222612,Y43222612_015,24,2025-06-05 23:30
1114087,43222612,Y43222612_017,Z28,2025-06-05 23:30
1114087,43222612,Y43222612_022,260,2025-06-05 23:30
1114087,43222612,Y43222612_023,MM,2025-06-05 23:30
1114087,43222612,Y43222612_024,44,2025-06-05 23:30
1114087,43222612,Y43222612_025,MM,2025-06-05 23:30
1114087,43222612,Y0COMMON_01,네트워크스위치:L2 네트워크 24P,2025-06-05 23:30
1002554,25221939,Y0COMMON_01,콘덴서,2025-06-05 23:30
1002554,25221939,Y25221939_997,주발전기용9332014,2025-06-05 23:30
1115321,25221926,Y0COMMON_01,KTX-산천 VTI 인버터 DC입력단,2025-06-05 23:30
1115321,25221926,Y0COMMON_02,"(C-VFC-01,02)",2025-06-05 23:30
1115321,25221926,Y0COMMON_06,ETP00866,2025-06-05 23:30
1115321,25221926,Y25221926_001,E63.S24-155C20,2025-06-05 23:30
1025662,25220322,Y0COMMON_01,ATS알람벨,2025-06-05 23:30
1025662,25220322,Y25220322_997,DTR0026651848,2025-06-05 23:30
1025662,25220322,Y25220322_004,운전실제어장치용,2025-06-05 23:30
1110833,25222110,Y0COMMON_01,"ITX-청춘,ITX-새마을 소결형 제",2025-06-05 23:30
1110833,25222110,Y0COMMON_03,KRCS B556,2025-06-05 23:30
1110833,25222110,Y0COMMON_05,62143-00010,2025-06-05 23:30
1109778,25220881,Y0COMMON_01,KTX-산천 100량 도어스커트 T1~T,2025-06-06 23:30
1109778,25220881,Y0COMMON_06,FOP01486-401,2025-06-06 23:30
1109778,25220881,Y25220881_012,"""'",2025-06-06 23:30
1112015,25221932,Y0COMMON_01,KTX-산천Ⅳ(원강) 충전기 10kW,2025-06-08 23:30
1112015,25221932,Y25221932_997,"동력차, 객차 공용",2025-06-08 23:30
1112015,25221932,Y25221932_998,"KRCS B446, RSV70018EE0",2025-06-08 23:30
1112015,25221932,Y25221932_999,280MM 135MM 2.4MM,2025-06-08 23:30
1095753,25220881,Y0COMMON_01,"도어스커트90,50량",2025-06-08 23:30
1095753,25220881,Y0COMMON_07,FOP02670-401,2025-06-08 23:30
1095753,25220881,Y25220881_997,T1,2025-06-08 23:30
1115582,25230724,Y0COMMON_01,EL8200 주변환장치 캐패시터,2025-07-29 23:30
1115582,25230724,Y25230724_001,"3,550V, 1,920μF ,937+625+313",2025-07-29 23:30
1115582,25230724,Y25230724_003,"""' ""해지""",2025-07-29 23:30
1115582,25230724,Y25230724_006,"DKTFM393B1927, DKTFM394B",2025-07-29 23:30
1115582,25230724,Y25230724_009,"""",2025-07-29 23:30
1117859,25222150,Y0COMMON_01,KTX-이음 ECU(제동전자제어장치),2025-07-30 23:30
1117859,25222150,Y25222150_997,RMA30003FK0,2025-07-30 23:30
1120217,25221920,Y0COMMON_01,EL8200 주변환장치 GTO 모듈 GDU,2025-07-30 23:30
1120217,25221920,Y0COMMON_02,"GTO GDU(A1,A2,A3) 조립체",2025-07-30 23:30
1120217,25221920,Y25221920_001,A2V00001091279,2025-07-30 23:30
1011754,25221615,Y0COMMON_01,컨트롤밸브,2025-07-30 23:30
1011754,25221615,Y25221615_997,무용N-30S대우325911(2),2025-07-30 23:30
1112514,25221504,Y0COMMON_01,EL8200운전실 공기조화기수선,2025-07-30 23:30
1112514,25221504,Y0COMMON_03,KRCS_19079_00,2025-07-30 23:30
1115582,25230724,Y25230724_010,"""' ""해지""",2025-07-29 23:30
1115582,25230724,Y25230724_011,"""",2025-07-29 23:30
1115582,25230724,Y25230724_012,"""' ""해지""",2025-07-29 23:30
1115582,25230724,Y25230724_013,"""",2025-07-29 23:30
1115582,25230724,Y25230724_014,"""' ""해지""",2025-07-29 23:30
1121974,25221605,Y0COMMON_01,공기압축기 오일필터,2025-07-30 23:30
1121974,25221605,Y25221605_997,모델명 : MANN FILTER W1170,2025-07-30 23:30
1121974,25221605,Y25221605_998,제조국 : GERMANY,2025-07-30 23:30
1121974,25221605,Y25221605_999,"공기압축기 3종, 4종 사용",2025-07-30 23:30
1123543,25221909,Y0COMMON_01,하부틀교차형 팬터그래프 조립체,2025-07-30 23:30
1123543,25221909,Y0COMMON_02,M71-ET11-09-RET11001KT0-1,2025-07-30 23:30
1008278,25220890,Y0COMMON_01,공기관캡,2025-07-30 23:30
1008278,25220890,Y25220890_014,MM,2025-07-30 23:30
1008278,25220890,Y25220890_997,밀착연결기용24.5,2025-07-30 23:30
1086079,39121402,Y39121402_005,DC700,2025-07-31 23:30
1086079,39121402,Y39121402_006,V,2025-07-31 23:30
1086079,39121402,Y39121402_997,YHB06F 24-10P,2025-07-31 23:30
1086079,39121402,Y0COMMON_01,플러그,2025-07-31 23:30
1086079,39121402,Y0COMMON_05,K02_EM90_04_EMP02652_KII,2025-07-31 23:30
1086079,39121402,Y0COMMON_06,3,2025-07-31 23:30
1077957,25220928,Y0COMMON_01,드레인호스,2025-07-31 23:30
1077957,25220928,Y0COMMON_07,72HU344-6518460,2025-07-31 23:30
1077957,25220928,Y25220928_001,EDPM-고탄성 FOAM,2025-07-31 23:30
1077957,25220928,Y25220928_004,응축기용,2025-07-31 23:30
1074996,43221721,Y43221721_997,6FH9383-3B,2025-07-31 23:30
1074996,43221721,Y0COMMON_01,아날로그입출력모듈,2025-07-31 23:30
1122363,26111711,Y0COMMON_01,리튬인산철 배터리,2025-07-31 23:30
1106159,25222128,Y0COMMON_01,ITX-청춘 제동전자제어유니트 KB,2025-02-13 9:44
1106159,25222128,Y0COMMON_03,KRCS B418,2025-02-13 9:44
1106159,25222128,Y0COMMON_05,6214-50001,2025-02-13 9:44
1106159,25222128,Y25222128_009,317,2025-02-13 9:44
1106159,25222128,Y25222128_010,㎜,2025-02-13 9:44
1106159,25222128,Y25222128_011,214,2025-02-13 9:44
1106159,25222128,Y25222128_012,㎜,2025-02-13 9:44
1106159,25222128,Y25222128_013,121,2025-02-13 9:44
1106159,25222128,Y25222128_014,㎜,2025-02-13 9:44
1116196,40151513,Y40151513_006,L,2025-05-16 23:30
1116196,40151513,Y40151513_020,RPM,2025-05-16 23:30
1116196,40151513,Y0COMMON_01,배수펌프(수중형)탈착장치,2025-05-16 23:30
1116196,40151513,Y0COMMON_02,100LPMx18MAQx1.5KW,2025-05-16 23:30
1123289,25240322,Y0COMMON_01,동절기 운전 조작반,2025-05-22 23:30
1123289,25240322,Y25240322_005,220,2025-05-22 23:30
1123289,25240322,Y25240322_006,V,2025-05-22 23:30
1123291,30171698,Y0COMMON_01,"AL 시스템창, 불소수지코팅(2회)",2025-05-22 23:30
1123291,30171698,Y30171698_005,2000,2025-05-22 23:30
1123291,30171698,Y30171698_006,MM,2025-05-22 23:30
1123291,30171698,Y30171698_007,2000,2025-05-22 23:30
1123291,30171698,Y30171698_008,MM,2025-05-22 23:30
1066219,25230802,Y25230802_004,D6CA라이너기밀유지용,2025-05-22 23:30
1066219,25230802,Y0COMMON_01,오-링,2025-05-22 23:30
1066219,25230802,Y25230802_997,21138-84000,2025-05-22 23:30
1087829,25220876,Y0COMMON_01,접지션트,2025-05-22 23:30
1087829,25220876,Y25220876_006,객차대차용,2025-05-22 23:30
1087829,25220876,Y25220876_997,AC25225131000,2025-05-22 23:30
1009642,25222136,Y0COMMON_01,제동표시기,2025-05-22 23:30
1009642,25222136,Y25222136_997,크노르제동통용2155-80460,2025-05-22 23:30
1100598,30111505,Y0COMMON_01,레미콘,2025-05-22 23:30
1100598,30111505,Y0COMMON_02,KS F4009,2025-05-22 23:30
1100598,30111505,Y30111505_001,25,2025-05-22 23:30
1100598,30111505,Y30111505_002,㎜,2025-05-22 23:30
1100598,30111505,Y30111505_008,12,2025-05-22 23:30
1100598,30111505,Y30111505_009,㎜,2025-05-22 23:30
1100598,30111505,Y30111505_010,27,2025-05-22 23:30
1100598,30111505,Y30111505_011,N/㎟,2025-05-22 23:30
1100598,30111505,Y30111505_997,25-27-12,2025-05-22 23:30
1019496,39121103,Y39121103_997,×2대,2025-05-22 23:30
1019496,39121103,Y39121103_998,안전경보장치 부착형,2025-05-22 23:30
1019496,39121103,Y39121103_033,ACB 4P 1250AF,2025-05-22 23:30
1019496,39121103,Y39121103_034,1250,2025-05-22 23:30
1019496,39121103,Y39121103_035,A,2025-05-22 23:30
1019496,39121103,Y39121103_017,380/220,2025-05-22 23:30
1019496,39121103,Y39121103_018,V,2025-05-22 23:30
1019496,39121103,Y0COMMON_01,배전반,2025-05-22 23:30
1019496,39121103,Y0COMMON_03,KRSA-3105,2025-05-22 23:30
1055208,25230477,Y25230477_004,CU30.8820-FRI,2025-05-22 23:30
1104056,25220320,Y0COMMON_01,인터페이스 카드,2025-05-22 23:30
1104056,25220320,Y25220320_006,P32C.0100015,2025-05-22 23:30
1104056,25220320,Y25220320_007,8500호대용 ATP 안살도용,2025-05-22 23:30
1105585,39121001,Y39121001_997,최저소비효율,2025-05-22 23:30
1105585,39121001,Y39121001_998,옥외형,2025-05-22 23:30
1105585,39121001,Y39121001_999,안전경보장치 부착형,2025-05-22 23:30
1105585,39121001,Y39121001_001,22.9,2025-05-22 23:30
1105585,39121001,Y39121001_002,kVA,2025-05-22 23:30
1105585,39121001,Y39121001_003,380/220,2025-05-22 23:30
1105585,39121001,Y39121001_004,V,2025-05-22 23:30
1105585,39121001,Y39121001_007,3상,2025-05-22 23:30
1105585,39121001,Y39121001_009,F종,2025-05-22 23:30
1105585,39121001,Y39121001_010,100,2025-05-22 23:30
1105585,39121001,Y39121001_011,kVA,2025-05-22 23:30
1117875,40101602,Y0COMMON_01,"덕트설치 기본,평균 Φ250mm",2025-07-29 23:30
1116269,72151299,Y0COMMON_01,"덕트설치 기본,평균∮200mm",2025-07-29 23:30
1116268,40101602,Y0COMMON_01,"덕트설치 기본, 평균Φ150mm",2025-07-29 23:30
1117874,40101602,Y0COMMON_01,공기순환기 1000㎥/h,2025-07-29 23:30
1116267,72151299,Y0COMMON_01,"덕트설치 기본,평균∮100mm",2025-07-29 23:30
1116272,40101602,Y0COMMON_01,"스파이럴덕트설치,평균Φ200mm",2025-07-29 23:30
1116273,72151299,Y0COMMON_01,"플렉시블덕트설치,평균∮200mm",2025-07-29 23:30
1119578,40101602,Y0COMMON_01,"덕트보온,평균Φ200mm",2025-07-29 23:30
1119579,40101602,Y0COMMON_01,덕트부자재(디퓨져),2025-07-29 23:30
1123544,25221207,Y0COMMON_01,7600호대 디젤기관차 엔진예열장,2025-07-29 23:31
1123544,25221207,Y25221207_004,84A233374P12,2025-07-29 23:31
1119580,40101602,Y0COMMON_01,덕트부자재(분기관),2025-07-29 23:31
1123545,25221101,Y0COMMON_01,7600호대 디젤기관차 주발전기용,2025-07-29 23:31
1123545,25221101,Y25221101_006,190X1708,2025-07-29 23:31
1116270,40101602,Y0COMMON_01,룸컨트롤러세트및설치,2025-07-29 23:31
1123616,25221101,Y0COMMON_01,7600호대 디젤기관차 주발전기용,2025-07-29 23:31
1123616,25221101,Y25221101_006,KROH-ALT-01,2025-07-29 23:31
1119581,72151299,Y0COMMON_01,천장점검구,2025-07-29 23:31
1116271,72151299,Y0COMMON_01,중앙컨트롤러세트및설치,2025-07-29 23:31
1116274,72151299,Y0COMMON_01,중앙컨트롤러용전선및전선관설치,2025-07-29 23:31
1123617,25221809,Y0COMMON_01,7600호대 디젤기관차 견인전동기,2025-07-29 23:31
1123617,25221809,Y25221809_006,190X1707,2025-07-29 23:31
1119582,72151299,Y0COMMON_01,외벽천공 Φ150mm,2025-07-29 23:31
1119583,72151299,Y0COMMON_01,외벽천공 Φ250mm,2025-07-29 23:31
1123618,25221663,Y0COMMON_01,7600호대 디젤기관차 공기압축기,2025-07-29 23:31
1123618,25221663,Y25221663_005,190X1709,2025-07-29 23:31
1123619,25221663,Y0COMMON_01,7600호대 디젤기관차 공기압축기,2025-07-29 23:31
1123619,25221663,Y25221663_005,KROH-Comp-01,2025-07-29 23:31
1123620,25221809,Y0COMMON_01,7600호대 디젤기관차 견인전동기,2025-07-29 23:31
1123620,25221809,Y25221809_006,KROH-TM-01,2025-07-29 23:31
1123605,25221663,Y0COMMON_01,7600호대 공기압축기 출구파이프,2025-07-29 23:31
