자재번호,G2B분류번호,속성코드,속성값,생성일시
1109275,25220320,Y0COMMON_01,EL8200 안살도 ATP용 CBAT PLUG,2025-07-28 23:30
1109275,25220320,Y0COMMON_06,(B랙),2025-07-28 23:30
1109275,25220320,Y25220320_006,B30B.0100006,2025-07-28 23:30
1021989,15121902,Y15121902_011,-0.166666667,2025-07-29 23:30
1021989,15121902,Y15121902_012,℃,2025-07-29 23:30
1021989,15121902,Y0COMMON_01,그리스,2025-07-29 23:30
1021989,15121902,Y0COMMON_02,KSM2130,2025-07-29 23:30
1123603,25222110,Y0COMMON_01,ITX-새마을 브레이크 패드 홀더(,2025-07-29 23:30
1123603,25222110,Y0COMMON_05,T01-BH30-07-RBH30001DD0,2025-07-29 23:30
1123603,25222110,Y25222110_997,CPN: 49942190,2025-07-29 23:30
1123604,25222110,Y0COMMON_01,ITX-새마을 브레이크패드 홀더(L,2025-07-29 23:30
1123604,25222110,Y0COMMON_05,T01-BH30-07-RBH30001DD0,2025-07-29 23:30
1123604,25222110,Y25222110_997,CPN: 49942189,2025-07-29 23:30
1085383,25221013,Y0COMMON_01,2차 공기현수장치조립체 객차용,2025-07-29 23:30
1085383,25221013,Y0COMMON_03,KRCS B441,2025-07-29 23:30
1085383,25221013,Y0COMMON_05,K02-BF00-07-TRP06930_1,2025-07-29 23:30
1117466,25220312,Y0COMMON_01,ATP(안살도) CCTE-1,2025-07-29 23:30
1117466,25220312,Y25220312_014,"""'",2025-07-29 23:30
1117466,25220312,Y25220312_004,6530907,2025-07-29 23:30
1117466,25220312,Y25220312_007,7600호대용,2025-07-29 23:30
1117468,25220312,Y0COMMON_01,ATP(안살도) CCTE-2,2025-07-29 23:30
1117468,25220312,Y25220312_014,"""'",2025-07-29 23:30
1117468,25220312,Y25220312_004,6530907,2025-07-29 23:30
1117468,25220312,Y25220312_007,7600호대용,2025-07-29 23:30
1117470,25220312,Y0COMMON_01,ATP(안살도) CCTE-3,2025-07-29 23:30
1117470,25220312,Y25220312_014,"""'",2025-07-29 23:30
1117470,25220312,Y25220312_004,6530907,2025-07-29 23:30
1117470,25220312,Y25220312_007,7600호대용,2025-07-29 23:30
1056990,40141693,Y0COMMON_01,에어벤트,2025-07-29 23:30
1063282,30171510,Y0COMMON_01,자동문모터세트,2025-07-29 23:30
1063282,30171510,Y30171510_997,양문형,2025-07-29 23:30
1115230,25220747,Y0COMMON_01,테이퍼롤러베어링,2025-07-29 23:30
1115230,25220747,Y0COMMON_05,RBB22001FK0,2025-07-29 23:30
1115230,25220747,Y25220747_007,MM,2025-07-29 23:30
1115230,25220747,Y25220747_008,233,2025-07-29 23:30
1115230,25220747,Y25220747_009,MM,2025-07-29 23:30
1115230,25220747,Y25220747_010,240,2025-07-29 23:30
1115230,25220747,Y25220747_011,MM,2025-07-29 23:30
1115230,25220747,Y25220747_004,34.1,2025-07-29 23:30
1115230,25220747,Y25220747_005,KG,2025-07-29 23:30
1115230,25220747,Y25220747_006,233,2025-07-29 23:30
1044954,25221918,Y0COMMON_01,NEL,2025-07-29 23:30
1044954,25221918,Y25221918_007,AuxiliaryConverter,2025-07-29 23:30
1044954,25221918,Y25221918_997,ETP00301(8200),2025-07-29 23:30
1053413,30111504,Y0COMMON_01,레미탈(바닥포장),2025-07-29 23:30
1053413,30111504,Y30111504_997,40㎏,2025-07-29 23:30
1029213,25220119,Y25220119_997,실리카섬유750℃ W50㎜*L25M*T3,2025-07-29 23:30
1029213,25220119,Y25220119_007,엔진 과급기 및 배기다기관용,2025-07-29 23:30
1029213,25220119,Y0COMMON_01,보온제,2025-07-29 23:30
1118590,30131592,Y0COMMON_01,"안전유도블럭,300*300*30(콘크리",2025-07-29 23:30
1118590,30131592,Y30131592_005,300*300*30,2025-07-29 23:30
1118590,30131592,Y30131592_006,MM,2025-07-29 23:30
1008062,25222022,Y0COMMON_01,상위밸브출입문장치(공기식),2025-03-04 23:32
1008062,25222022,Y25222022_997,1499-10014(4),2025-03-04 23:32
1061960,31162801,Y0COMMON_01,현관문손잡이,2025-03-14 23:30
1061960,31162801,Y31162801_997,80㎜ 원통형,2025-03-14 23:30
1106290,25221921,Y0COMMON_01,ITX-새마을 주회로 차단기,2025-03-14 23:30
1106290,25221921,Y0COMMON_03,KRCS B514,2025-03-14 23:30
1106290,25221921,Y0COMMON_05,T01-VS91-09-RVS91001DD0,2025-03-14 23:30
1088250,25220205,Y0COMMON_01,상부가이드롤러(좌),2025-03-14 23:30
1088250,25220205,Y0COMMON_05,2121-72380,2025-03-14 23:30
1088250,25220205,Y25220205_007,12000대 무궁화용,2025-03-14 23:30
1088251,25220205,Y0COMMON_01,상부가이드롤러(우),2025-03-14 23:30
1088251,25220205,Y0COMMON_05,2121-72380,2025-03-14 23:30
1088251,25220205,Y25220205_007,12000대 무궁화용,2025-03-14 23:30
1122928,25221912,Y0COMMON_01,ITX-마음_주전력변환장치_인버터,2025-03-14 23:30
1122928,25221912,Y0COMMON_05,T05-5116-04-REP20005A01,2025-03-14 23:30
1122928,25221912,Y25221912_014,MM,2025-03-14 23:30
1122928,25221912,Y25221912_009,1047,2025-03-14 23:30
1122928,25221912,Y25221912_010,MM,2025-03-14 23:30
1122928,25221912,Y25221912_011,550,2025-03-14 23:30
1122928,25221912,Y25221912_012,MM,2025-03-14 23:30
1122928,25221912,Y25221912_013,800,2025-03-14 23:30
1094512,25220140,Y0COMMON_01,출력증폭기스피커,2025-03-14 23:30
1094512,25220140,Y0COMMON_03,KRCS 1228,2025-03-14 23:30
1094512,25220140,Y0COMMON_04,1,2025-03-14 23:30
1094512,25220140,Y25220140_005,전기동차방송개량용,2025-03-14 23:30
1094512,25220140,Y25220140_997,TC제외,2025-03-14 23:30
1114760,39131714,Y39131714_013,668*1000*52,2025-03-14 23:30
1114760,39131714,Y39131714_014,MM,2025-03-14 23:30
1110228,25222406,Y0COMMON_01,도유기펌프 전자변 조립체,2025-08-21 23:30
1110228,25222406,Y0COMMON_02,"KIT MFH-3-1/4, MSFG-24/42-50/5",2025-08-21 23:30
1110228,25222406,Y0COMMON_03, ,2025-08-21 23:30
1110228,25222406,Y0COMMON_04, ,2025-08-21 23:30
1110228,25222406,Y0COMMON_05, ,2025-08-21 23:30
1110228,25222406,Y0COMMON_06, ,2025-08-21 23:30
1110228,25222406,Y0COMMON_07, ,2025-08-21 23:30
1110228,25222406,Y25222406_022, ,2025-08-21 23:30
1110228,25222406,Y25222406_023, ,2025-08-21 23:30
1110228,25222406,Y25222406_024, ,2025-08-21 23:30
1110228,25222406,Y25222406_997,8200호대 전기기관차 8211~8283,2025-08-21 23:30
1110228,25222406,Y25222406_998, ,2025-08-21 23:30
1110228,25222406,Y25222406_999, ,2025-08-21 23:30
1110228,25222406,Y25222406_021, ,2025-08-21 23:30
1110228,25222406,Y25222406_005, ,2025-08-21 23:30
1110228,25222406,Y25222406_006, ,2025-08-21 23:30
1110228,25222406,Y25222406_007, ,2025-08-21 23:30
1110228,25222406,Y25222406_008, ,2025-08-21 23:30
1110228,25222406,Y25222406_009, ,2025-08-21 23:30
1110228,25222406,Y25222406_010, ,2025-08-21 23:30
1110228,25222406,Y25222406_011, ,2025-08-21 23:30
1110228,25222406,Y25222406_012, ,2025-08-21 23:30
1110228,25222406,Y25222406_013, ,2025-08-21 23:30
1112877,25220215,Y0COMMON_01,창닦이 컨버터(변환기 제어),2025-08-21 23:30
1112877,25220215,Y0COMMON_05,"RMA71005JE0,VACEE2E0005",2025-08-21 23:30
1112877,25220215,Y0COMMON_06,형식:PCMD250-VT,2025-08-21 23:30
1112877,25220215,Y0COMMON_07,제조사:MTM(CPN:900596),2025-08-21 23:30
1112877,25220215,Y25220215_009,150,2025-08-21 23:30
1112877,25220215,Y25220215_010,MM,2025-08-21 23:30
1112877,25220215,Y25220215_011,86,2025-08-21 23:30
1112877,25220215,Y25220215_012,MM,2025-08-21 23:30
1112877,25220215,Y25220215_013,550,2025-08-21 23:30
1112877,25220215,Y25220215_014,MM,2025-08-21 23:30
1112877,25220215,Y25220215_997,2016년 이후 차량,2025-08-21 23:30
1112877,25220215,Y25220215_998,1EA/TC,2025-08-21 23:30
1118830,25171508,Y0COMMON_01,창닦이 전환 제어기(와이퍼 컨트,2025-08-21 23:30
1118830,25171508,Y0COMMON_05,"RMA71008JE0, VACEE2E0007",2025-08-21 23:30
1118830,25171508,Y0COMMON_06,"모델명:HE0646-04, 제조사:B-hep",2025-08-21 23:30
1118830,25171508,Y25171508_10,케이블 약150,2025-08-21 23:30
1118830,25171508,Y25171508_997,"2016~23년(1호선410량,448량) 차",2025-08-21 23:30
1118830,25171508,Y25171508_998,1EA/TC,2025-08-21 23:30
1114811,25220215,Y0COMMON_01,창닦이(와이퍼) 제어 스위치,2025-08-21 23:30
1114811,25220215,Y0COMMON_05,"RMA71004JE0, VACEE2E0004",2025-08-21 23:30
1114811,25220215,Y0COMMON_06,"모델명:HE0646-06, 제조사:B-hep",2025-08-21 23:30
1114811,25220215,Y25220215_009,83,2025-08-21 23:30
1114811,25220215,Y25220215_010,MM,2025-08-21 23:30
1114811,25220215,Y25220215_011,85,2025-08-21 23:30
1114811,25220215,Y25220215_012,MM,2025-08-21 23:30
1114811,25220215,Y25220215_013,50,2025-08-21 23:30
1114811,25220215,Y25220215_014,MM,2025-08-21 23:30
1114811,25220215,Y25220215_015,케이블150~170mm,2025-08-21 23:30
1114811,25220215,Y25220215_997,"2016~23년(1호선410량, 448량)",2025-08-21 23:30
1114811,25220215,Y25220215_998,1EA/TC,2025-08-21 23:30
1013511,25221761,Y0COMMON_01,속도센서조립체,2025-08-21 23:30
1013511,25221761,Y25221761_004,객차대차용,2025-08-21 23:30
1013511,25221761,Y25221761_997,FYCAP-78755,2025-08-21 23:30
1096925,45111902,Y45111902_997,양단HDMI콘넥터 10M,2025-08-21 23:30
1110228,25222406,Y25222406_014, ,2025-08-21 23:30
1110228,25222406,Y25222406_015, ,2025-08-21 23:30
1110228,25222406,Y25222406_016, ,2025-08-21 23:30
1110228,25222406,Y25222406_017, ,2025-08-21 23:30
1110228,25222406,Y25222406_018, ,2025-08-21 23:30
1110228,25222406,Y25222406_019, ,2025-08-21 23:30
1110228,25222406,Y25222406_020, ,2025-08-21 23:30
1110228,25222406,Y25222406_001, ,2025-08-21 23:30
1110228,25222406,Y25222406_002, ,2025-08-21 23:30
1110228,25222406,Y25222406_003, ,2025-08-21 23:30
1110228,25222406,Y25222406_004, ,2025-08-21 23:30
1114188,25222128,Y25222128_998,1EA/BOU함,2025-08-21 23:30
1123580,25221912,Y0COMMON_01,주 접촉기(K),2025-08-21 23:30
1123580,25221912,Y0COMMON_02,BMS09.08,2025-08-21 23:30
1123580,25221912,Y0COMMON_05,RVS15004JE0,2025-08-21 23:30
1123580,25221912,Y0COMMON_06,CPN:SG202424RE4ZOZA,2025-08-21 23:30
1123580,25221912,Y0COMMON_07,제조사:Secheron,2025-08-21 23:30
1123580,25221912,Y25221912_997,128칸(2019년 도입)이후 현대로,2025-08-21 23:30
1123580,25221912,Y25221912_004,"AC1,800V, 800A 2P",2025-08-21 23:30
1096925,45111902,Y0COMMON_01,HDMI케이블,2025-08-21 23:30
1123015,25220140,Y0COMMON_01,전기동차 비상인터폰(EIU),2025-08-21 23:30
1123015,25220140,Y0COMMON_05,M45-ES16-10-GK1101,2025-08-21 23:30
1123015,25220140,Y25220140_003,DC100,2025-08-21 23:30
1123015,25220140,Y25220140_004,V,2025-08-21 23:30
1123015,25220140,Y25220140_997,2018년 비상인터폰 교환차량,2025-08-21 23:30
1123015,25220140,Y25220140_998,"(311B42~65, 351F23~28)",2025-08-21 23:30
1109851,25220325,Y0COMMON_01,VMEM 보드 Ass'y,2025-08-21 23:30
1109851,25220325,Y25220325_005,220,2025-08-21 23:30
1109851,25220325,Y25220325_006,MM,2025-08-21 23:30
1109851,25220325,Y25220325_007,233.4,2025-08-21 23:30
1119043,30102802,Y0COMMON_01,고강도콘크리트파일,2025-02-11 23:30
1119043,30102802,Y30102802_997,"2,740kg,500mm*80mm,A종,PHC",2025-02-11 23:30
1119043,30102802,Y30102802_004,10,2025-02-11 23:30
1119043,30102802,Y30102802_005,M,2025-02-11 23:30
1119044,30102802,Y0COMMON_01,고강도콘크리트말뚝,2025-02-11 23:30
1119044,30102802,Y30102802_997,"3,020kg,500mm*80mm,A종,PHC",2025-02-11 23:30
1119044,30102802,Y30102802_004,11,2025-02-11 23:30
1119044,30102802,Y30102802_005,M,2025-02-11 23:30
1119045,30102802,Y0COMMON_01,고강도콘크리트말뚝,2025-02-11 23:30
1119045,30102802,Y30102802_997,"3,290kg,500mm*80mm,A종,PHC",2025-02-11 23:30
1119045,30102802,Y30102802_004,12,2025-02-11 23:30
1119045,30102802,Y30102802_005,M,2025-02-11 23:30
1103855,25220330,Y0COMMON_01,안전계전기 BKR D-U201-L 24VDC,2025-02-11 23:30
1103855,25220330,Y25220330_997,ATP(봄바르디어),2025-02-11 23:30
1000489,25230135,Y0COMMON_01,코일,2025-02-11 23:30
1000489,25230135,Y25230135_997,EL-T 1050-S,2025-02-11 23:30
1049665,40151513,Y40151513_997,IP-235F 1/6HP 수중배수용,2025-02-11 23:30
1049665,40151513,Y0COMMON_01,수중펌프,2025-02-11 23:30
1040938,40141617,Y40141617_010,40A,2025-02-11 23:30
1040938,40141617,Y0COMMON_01,소화전앵글밸브,2025-02-11 23:30
1058203,39111709,Y39111709_009,화재시 피난용,2025-02-11 23:30
1058203,39111709,Y39111709_001,2개,2025-02-11 23:30
1058203,39111709,Y0COMMON_01,비상조명등,2025-02-11 23:30
1091060,39111709,Y39111709_997,LED-2RG 소형 천정형 단면 좌방,2025-02-11 23:30
1091060,39111709,Y0COMMON_01,거실통로유도등,2025-02-11 23:30
1041413,25220210,Y0COMMON_01,공기청정장치,2025-02-11 23:30
1041413,25220210,Y0COMMON_07,1115-30054,2025-02-11 23:30
1091442,25220205,Y0COMMON_01,상부롤러조립,2025-02-11 23:30
1091442,25220205,Y0COMMON_07,FC00065⑥,2025-02-11 23:30
1091442,25220205,Y25220205_007,신조무궁화출입문용,2025-02-11 23:30
1091442,25220205,Y25220205_997,브라켓포함,2025-02-11 23:30
1059530,26111703,Y26111703_008,12V,2025-02-11 23:30
1065527,39121198,Y39121198_997,Ext101 SEXT101001A IEC,2025-02-16 23:30
1065527,39121198,Y0COMMON_01,PLC,2025-02-16 23:30
1090456,39129986,Y39129986_997,NPU-800 27-59 ICE,2025-02-16 23:30
1090456,39129986,Y0COMMON_01,계전기,2025-02-16 23:30
1107437,39121105,Y39121105_027,V,2025-02-16 23:30
1107437,39121105,Y39121105_026,600,2025-02-16 23:30
1107437,39121105,Y39121105_037,287,2025-02-16 23:30
1107437,39121105,Y39121105_038,㎜,2025-02-16 23:30
1107437,39121105,Y39121105_039,192,2025-02-16 23:30
1107437,39121105,Y39121105_040,㎜,2025-02-16 23:30
1107437,39121105,Y39121105_041,118,2025-02-16 23:30
1107437,39121105,Y39121105_042,㎜,2025-02-16 23:30
1107437,39121105,Y0COMMON_01,저압 자동절체개폐기 ATS 62WN4F,2025-02-16 23:30
1116579,25221607,Y0COMMON_01,KTX-이음 보조공기압축기 모듈,2025-08-12 23:30
1116579,25221607,Y0COMMON_05,RMA41001FK0,2025-08-12 23:30
1123481,25221933,Y0COMMON_01,접촉편 LIP SEAL,2025-08-12 23:30
1123481,25221933,Y25221933_007,45,2025-08-12 23:30
1123481,25221933,Y25221933_008,MM,2025-08-12 23:30
1123481,25221933,Y25221933_009,38,2025-08-12 23:30
1123481,25221933,Y25221933_010,MM,2025-08-12 23:30
1123481,25221933,Y25221933_011,6.8,2025-08-12 23:30
1123481,25221933,Y25221933_012,MM,2025-08-12 23:30
1123481,25221933,Y25221933_997,DTR0000097354,2025-08-12 23:30
1010252,25222033,Y0COMMON_01,막판,2025-08-12 23:30
1010252,25222033,Y0COMMON_05,1458-20023-93876,2025-08-12 23:30
1010252,25222033,Y25222033_997,포입합성고무(철도2242-2093의 1,2025-08-12 23:30
1123497,32131010,Y32131010_997,제조사 : Inpower,2025-08-12 23:30
1123497,32131010,Y32131010_998,타입 : 1IPSE1A33-60,2025-08-12 23:30
1123497,32131010,Y32131010_999,(CM1500HC-66R 모듈 전용),2025-08-12 23:30
1123497,32131010,Y0COMMON_01,마스터 INV GDU 보드,2025-08-12 23:30
1123497,32131010,Y0COMMON_05,RVS18005JE0,2025-08-12 23:30
1123498,32131010,Y32131010_997,제작사 : Inpower,2025-08-12 23:30
1123498,32131010,Y32131010_998,타입 : 1IPSE1A33-60 DOUBLE,2025-08-12 23:30
1123498,32131010,Y32131010_999,(CM1500HC-66R전용),2025-08-12 23:30
1123498,32131010,Y0COMMON_01,마스터 CON GDU 보드,2025-08-12 23:30
1123498,32131010,Y0COMMON_05,RVS18003JE0,2025-08-12 23:30
1093966,25231207,Y0COMMON_01,4400대수직댐퍼,2025-08-12 23:30
1093966,25231207,Y25231207_007,대차장치,2025-08-12 23:30
1108574,25240208,Y0COMMON_01,탄성분기기,2025-07-15 23:30
1108574,25240208,Y0COMMON_03,KRCS 9801,2025-07-15 23:30
1108574,25240208,Y25240208_008,174,2025-07-15 23:30
1108574,25240208,Y25240208_009,MM,2025-07-15 23:30
1108574,25240208,Y25240208_010,1435,2025-07-15 23:30
1108574,25240208,Y25240208_011,MM,2025-07-15 23:30
1108574,25240208,Y25240208_997,PC침목용 침목포함,2025-07-15 23:30
1108574,25240208,Y25240208_001,#15,2025-07-15 23:30
1108574,25240208,Y25240208_002,우 건넘선,2025-07-15 23:30
1108574,25240208,Y25240208_004,60KG,2025-07-15 23:30
1108574,25240208,Y25240208_006,47159,2025-07-15 23:30
1108574,25240208,Y25240208_007,MM,2025-07-15 23:30
1123524,25221909,Y0COMMON_01,ITX-마음 (팬터) 팬터그래프 조,2025-07-16 23:30
1123524,25221909,Y0COMMON_03,KRCS B515,2025-07-16 23:30
1123524,25221909,Y0COMMON_05,REP10001A01,2025-07-16 23:30
1123524,25221909,Y25221909_010,150,2025-07-16 23:30
1123524,25221909,Y25221909_011,KMH,2025-07-16 23:30
1123524,25221909,Y25221909_012,70,2025-07-16 23:30
1123524,25221909,Y25221909_013,N,2025-07-16 23:30
1123524,25221909,Y25221909_014,500~800,2025-07-16 23:30
1123524,25221909,Y25221909_015,KPA,2025-07-16 23:30
1123524,25221909,Y25221909_997,편성당 2SET / 2SET,2025-07-16 23:30
1117630,25222110,Y0COMMON_01,전자제어장치(ECU)내 CPU보드,2025-07-16 23:30
1117630,25222110,Y0COMMON_05,RMA30003EB0-5번,2025-07-16 23:30
1117630,25222110,Y25222110_001,CPN:78600075,2025-07-16 23:30
1117630,25222110,Y25222110_997,1EA/1량,2025-07-16 23:30
1117630,25222110,Y25222110_998,"1호선90량,경강선48량,동해선40",2025-07-16 23:30
1011599,25220109,Y25220109_997,소변실용R402-A또는동등품,2025-07-16 23:30
1011599,25220109,Y0COMMON_01,소변기수세면,2025-07-16 23:30
1117457,25220326,Y0COMMON_01,ATS 속도발전기,2025-07-16 23:30
1117457,25220326,Y0COMMON_05,RSG61001EB0,2025-07-16 23:30
1117457,25220326,Y0COMMON_06,"전선1,200mm",2025-07-16 23:30
1117457,25220326,Y0COMMON_07,플러그-8380F1E075LW0A,2025-07-16 23:30
1117457,25220326,Y25220326_997,2013~17년 도입차량,2025-07-16 23:30
1117457,25220326,Y25220326_998,2EA/1편성,2025-07-16 23:30
1123525,25220890,Y0COMMON_01,ITX-마음 (연결) 전두연결기 조,2025-07-16 23:30
1123525,25220890,Y0COMMON_05,T05-4702-08-RMC20001A01,2025-07-16 23:30
1123525,25220890,Y25220890_003,KG,2025-07-16 23:30
1123525,25220890,Y25220890_997,전기 연결기 및 완충장치 포함,2025-07-16 23:30
1123525,25220890,Y25220890_998,편성당 2SET / 2SET,2025-07-16 23:30
1123525,25220890,Y25220890_002,615,2025-07-16 23:30
1123526,25220890,Y0COMMON_01,ITX-마음 (연결) 중간연결기 조,2025-07-16 23:30
1123526,25220890,Y0COMMON_03,KRCS B511,2025-07-16 23:30
1123526,25220890,Y0COMMON_05,T05-4704-08-RMC20002A01,2025-07-16 23:30
1123526,25220890,Y25220890_003,KG,2025-07-16 23:30
1123526,25220890,Y25220890_997,"완충장치, 머프커플링 및 변형튜",2025-07-16 23:30
1123526,25220890,Y25220890_998,편성당 6EA / 10EA,2025-07-16 23:30
1123526,25220890,Y25220890_002,245,2025-07-16 23:30
1123527,25222128,Y0COMMON_01,누리로 BOU 전선관 개선정비,2025-07-16 23:30
1123527,25222128,Y0COMMON_03,KRCS 25015,2025-07-16 23:30
1043487,30181505,Y0COMMON_01,양변기사이폰,2025-02-06 23:30
1043487,30181505,Y30181505_997,사이폰부속일체 로우탱크용,2025-02-06 23:30
1085763,39121633,Y39121633_997,72222-104-1N 2 POLE EMP02028,2025-02-06 23:30
1085763,39121633,Y0COMMON_01,전원차단기,2025-02-06 23:30
1028883,25222033,Y25222033_997,"MA00010(3/8"")",2025-02-06 23:30
1111035,25220306,Y0COMMON_01,"M-CPU1, 212002408",2025-02-06 23:30
1111035,25220306,Y25220306_999,212002408,2025-02-06 23:30
1111035,25220306,Y25220306_998,20 x 261.7 / 160 x 233.3,2025-02-06 23:30
1111035,25220306,Y25220306_997,MPU860-CRY-A2-1,2025-02-06 23:30
1111092,25220306,Y0COMMON_01,"M-CPU2, 212002408",2025-02-06 23:30
1111092,25220306,Y25220306_998,212002408,2025-02-06 23:30
1111092,25220306,Y25220306_997,MPU860-CRY-A2-2,2025-02-06 23:30
1111092,25220306,Y25220306_003,G,2025-02-06 23:30
1111093,25220306,Y0COMMON_01,ITX-새마을 열차종합제어장치 SC,2025-02-06 23:30
1111093,25220306,Y0COMMON_03,KRCS B588,2025-02-06 23:30
1111093,25220306,Y0COMMON_04,1,2025-02-06 23:30
1111094,25220306,Y0COMMON_01,ITX-새마을 열차종합제어장치 SC,2025-02-06 23:30
1111094,25220306,Y0COMMON_03,KRCS B588,2025-02-06 23:30
1111094,25220306,Y0COMMON_04,1,2025-02-06 23:30
1111104,25220306,Y0COMMON_01,ITX-새마을 열차종합제어장치 SC,2025-02-06 23:30
1111104,25220306,Y0COMMON_03,KRCS B588,2025-02-06 23:30
1111104,25220306,Y0COMMON_04,1,2025-02-06 23:30
1111105,25220306,Y0COMMON_01,ITX-새마을 열차종합제어장치 SC,2025-02-06 23:30
1111105,25220306,Y0COMMON_03,KRCS B588,2025-02-06 23:30
1111105,25220306,Y0COMMON_04,1,2025-02-06 23:30
1111100,25220306,Y0COMMON_01,ITX-새마을 열차종합제어장치 AI,2025-02-06 23:30
1111100,25220306,Y0COMMON_03,KRCS B588,2025-02-06 23:30
1111100,25220306,Y0COMMON_04,1,2025-02-06 23:30
1111116,25220306,Y0COMMON_01,ITX-새마을 열차종합제어장치 AI,2025-02-06 23:30
1111116,25220306,Y0COMMON_03,KRCS B588,2025-02-06 23:30
1111116,25220306,Y0COMMON_04,1,2025-02-06 23:30
1111069,25220306,Y0COMMON_01,"MIU2, 212002388",2025-02-06 23:30
1111069,25220306,Y25220306_998,212002388,2025-02-06 23:30
1111069,25220306,Y25220306_997,MIU-A4-2,2025-02-06 23:30
1111117,25220306,Y0COMMON_01,"AVR3, 201001489",2025-02-06 23:30
1111117,25220306,Y25220306_998,50.5*261.7 / 165*227(커버),2025-02-06 23:30
1111117,25220306,Y25220306_997,WJDN170-BHDD-3,2025-02-06 23:30
1122647,31171505,Y0COMMON_01,테이퍼롤러베어링 31312-XL,2025-02-06 23:30
1122648,31171504,Y0COMMON_01,볼베어링 6020-RSR,2025-02-06 23:30
1122649,31171505,Y0COMMON_01,롤러베어링 NU2216-E-XL-M1-C3,2025-02-06 23:30
1122650,25231108,Y0COMMON_01,수분리필터 326-1643(캐터필러),2025-02-06 23:30
1122651,31171504,Y0COMMON_01,볼베어링 4200,2025-02-06 23:30
1122652,31161716,Y0COMMON_01,잠금너트 KM7,2025-02-06 23:30
1122653,25231108,Y0COMMON_01,연료필터 WK940/19(MANN),2025-02-06 23:30
1122654,31171505,Y0COMMON_01,롤러베어링 22209-E1-XL,2025-02-06 23:30
1122655,31171505,Y0COMMON_01,테이퍼롤러베어링 32009-X-XL,2025-02-06 23:30
1117603,39121011,Y39121011_003,3상 4선식,2025-03-04 23:30
1117603,39121011,Y39121011_005,3상4선 380/220V 60Hz,2025-03-04 23:30
1117603,39121011,Y39121011_006,V,2025-03-04 23:30
1117603,39121011,Y39121011_007,40KVA,2025-03-04 23:30
1117603,39121011,Y39121011_011,"정류부 및 충전부, 인버터부 ALL",2025-03-04 23:30
1117603,39121011,Y39121011_012,85~92%,2025-03-04 23:30
1117603,39121011,Y39121011_013,무보수밀폐형 12V 100AH 30Cell,2025-03-04 23:30
1117603,39121011,Y0COMMON_01,무정전전원장치(UPS),2025-03-04 23:30
1117603,39121011,Y0COMMON_02,KSC 4310,2025-03-04 23:30
1118198,25221607,Y0COMMON_01,KTX-이음 공기압축기 기동장치(C,2025-03-10 10:40
1118198,25221607,Y25221607_997,REG60001FK0,2025-03-10 10:40
1118199,25221607,Y0COMMON_01,KTX-이음 공기압축기 기동장치(C,2025-03-10 10:41
1118199,25221607,Y25221607_997,REG60001FK0,2025-03-10 10:41
1118080,25221607,Y0COMMON_01,KTX-이음 공기압축기 기동장치(C,2025-03-10 10:41
1118080,25221607,Y25221607_997,REG60001FK0,2025-03-10 10:41
1090878,30161602,Y0COMMON_01,아미텍스,2025-03-10 14:10
1090878,30161602,Y30161602_997,백색 300*600*6,2025-03-10 14:10
1104299,25220858,Y0COMMON_01,연결기 조립체,2025-03-10 23:30
1104299,25220858,Y0COMMON_03,KRCS B416,2025-03-10 23:30
1104299,25220858,Y0COMMON_04,6,2025-03-10 23:30
1104299,25220858,Y25220858_007,8500호대 전기기관차용(56량분),2025-03-10 23:30
1104299,25220858,Y25220858_008,유압완충식,2025-03-10 23:30
1108171,25222110,Y0COMMON_01,ITX-청춘 공기호스(SAP),2025-03-10 23:30
1108171,25222110,Y0COMMON_02, ,2025-03-10 23:30
1108171,25222110,Y0COMMON_03, ,2025-03-10 23:30
1108171,25222110,Y0COMMON_04, ,2025-03-10 23:30
1108171,25222110,Y0COMMON_05, ,2025-03-10 23:30
1108171,25222110,Y0COMMON_06, ,2025-03-10 23:30
1108171,25222110,Y0COMMON_07, ,2025-03-10 23:30
1108171,25222110,Y25222110_001, ,2025-03-10 23:30
1108171,25222110,Y25222110_002, ,2025-03-10 23:30
1108171,25222110,Y25222110_003, ,2025-03-10 23:30
1108171,25222110,Y25222110_004, ,2025-03-10 23:30
1108171,25222110,Y25222110_005, ,2025-03-10 23:30
1108171,25222110,Y25222110_997,L=645mm,2025-03-10 23:30
1108171,25222110,Y25222110_998,RMA70016CC0,2025-03-10 23:30
1108171,25222110,Y25222110_999, ,2025-03-10 23:30
1115241,25222108,Y0COMMON_01,7600대 디젤기관차 비상제동밸브,2025-04-08 23:30
1115241,25222108,Y25222108_997,ii47164/ii47165,2025-04-08 23:30
7020123,46181543,Y0COMMON_03,KRCS H241,2025-04-30 23:30
7020123,46181543,Y0COMMON_04, ,2025-04-30 23:30
7020123,46181543,Y0COMMON_05, ,2025-04-30 23:30
7020123,46181543,Y0COMMON_06, ,2025-04-30 23:30
7020123,46181543,Y0COMMON_07, ,2025-04-30 23:30
6004069,56101542,Y0COMMON_01,접이식의자(대표자재),2025-04-30 23:30
1020959,25250101,Y0COMMON_01,건널목경보기,2025-04-30 23:30
1020959,25250101,Y0COMMON_02,KRS SG 0040,2025-04-30 23:30
1020959,25250101,Y25250101_997,B24S,2025-04-30 23:30
1088569,31163203,Y0COMMON_01,스윙행거지지핀,2025-05-01 23:30
