제요금입력역명,제요금입력일자,제요금일련번호,화차차량번호,지시번호,운송장번호,화통번호,단가기준1일자,단가기준1시각,단가기준2일자,단가기준2시각,화차요금,최초등록일시,최종변경일시
의왕,2004-07-01,6,975234,10,10135,12924,2004-07-01,15:15,2004-07-01,20:20,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-01,6,975270,11,10135,12925,2004-07-01,15:15,2004-07-01,20:20,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-02,1,70047,2,10171,12981,, ,2004-07-02,11:18,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-02,1,70091,3,10171,12982,, ,2004-07-02,11:18,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-02,1,976113,4,10171,12983,, ,2004-07-02,11:18,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-02,1,976422,5,10171,12984,, ,2004-07-02,11:18,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-02,1,976526,6,10171,12985,, ,2004-07-02,11:18,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-02,1,976631,7,10171,12986,, ,2004-07-02,11:18,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-02,2,70573,11,10222,13314,2004-07-02,17:03,2004-07-02,21:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-15,1,70529,8,11043,12621,2004-07-15,17:58,2004-07-15,21:20,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-19,1,70027,5,11276,13510,, ,2004-07-19,20:22,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-19,1,70728,6,11276,13511,, ,2004-07-19,20:22,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-19,1,976634,7,11276,13512,, ,2004-07-19,20:22,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-19,1,976870,8,11276,13513,, ,2004-07-19,20:22,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-24,1,70224,1,11643,11585,2004-07-24,16:42,2004-07-24,20:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-24,1,70473,2,11643,11586,2004-07-24,16:42,2004-07-24,20:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-24,1,70528,3,11643,11587,2004-07-24,16:42,2004-07-24,20:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-26,1,1,2,11777,0,2004-07-26,16:43,, ,0,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-26,2,70419,3,11792,12174,, ,2004-07-26,22:35,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-07-27,1,976634,1,11825,12444,2004-07-27,16:05,2004-07-27,21:37,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-05,1,70579,4,12399,11607,2004-08-05,15:41,2004-08-05,20:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-09,1,763017,2,12569,12142,2004-08-09,15:47,2004-08-09,22:00,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-12,1,70068,3,12771,12888,2004-08-12,15:15,2004-08-12,22:58,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-12,1,70146,4,12771,12889,2004-08-12,15:15,2004-08-12,22:58,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-12,1,70451,5,12771,12890,2004-08-12,15:15,2004-08-12,22:58,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-12,2,70451,6,12766,12891,2004-08-12,15:15,2004-08-12,23:00,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-16,1,70353,4,13017,10068,, ,2004-08-16,19:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-16,1,70370,5,13017,10069,, ,2004-08-16,19:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-16,1,70635,6,13017,10070,, ,2004-08-16,19:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-27,1,760875,1,13716,13570,2004-08-27,16:00,2004-08-27,20:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-08-30,1,70112,2,13921,11057,, ,2004-08-30,21:07,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-02,1,70311,1,14065,11872,, ,2004-09-02,11:00,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-02,1,70551,2,14065,11873,, ,2004-09-02,11:00,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-02,1,70735,3,14065,11874,, ,2004-09-02,11:00,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-07,1,70392,1,14349,13429,2004-09-07,15:02,2004-09-07,20:00,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-07,2,70392,3,14367,13454,2004-09-07,15:02,2004-09-07,20:15,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-07,3,70392,4,14370,13459,2004-09-07,15:02,2004-09-07,21:00,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-07,3,70596,5,14370,13460,2004-09-07,15:02,2004-09-07,21:00,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-08,1,71026,2,14444,10023,2004-09-08,16:09,2004-09-08,23:00,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-11,1,70393,3,14634,11056,, ,2004-09-11,18:54,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-14,1,70628,1,14811,11589,2004-09-14,16:03,2004-09-14,19:20,168000,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-21,1,763142,1,15240,13742,2004-09-20,18:41,2004-09-20,23:40,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-22,1,975044,2,15469,10786,, ,2004-09-22,22:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-23,1,70283,1,15440,10843,2004-09-22,17:02,2004-09-23,00:15,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-09-23,2,770008,2,15440,10844,2004-09-22,17:02,2004-09-23,00:15,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-06,1,976859,1,16128,10239,2004-10-06,16:11,2004-10-06,22:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-06,1,976928,2,16128,10240,2004-10-06,16:11,2004-10-06,22:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-07,1,70021,9,16208,10534,2004-10-07,15:20,2004-10-07,21:19,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-07,1,70767,10,16208,10535,2004-10-07,15:20,2004-10-07,21:19,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-10,1,976522,1,16346,11087,2004-10-09,14:55,2004-10-09,19:16,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-12,1,71022,2,16515,11655,2004-10-12,16:03,2004-10-12,21:40,168000,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-12,2,70553,3,16531,11668,, ,2004-10-12,22:40,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-13,1,763043,3,16559,11968,2004-10-13,15:24,2004-10-13,22:57,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-13,1,976405,4,16559,11969,2004-10-13,15:24,2004-10-13,22:57,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-13,1,976509,5,16559,11970,2004-10-13,15:24,2004-10-13,22:57,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-14,1,970002,3,16652,12300,2004-10-14,15:55,2004-10-14,22:10,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-15,1,976526,2,16712,12657,2004-10-15,15:19,2004-10-15,22:33,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-16,1,70829,1,16763,12929,2004-10-16,14:52,2004-10-16,19:20,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-20,1,70544,5,17020,10333,2004-10-20,15:21,2004-10-20,22:40,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-24,1,70599,3,17278,11790,2004-10-24,15:34,2004-10-24,19:00,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-28,1,70776,3,17577,13066,2004-10-28,16:26,2004-10-28,19:10,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-28,1,763096,4,17577,13067,2004-10-28,16:26,2004-10-28,19:10,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-28,1,976830,5,17577,13068,2004-10-28,16:26,2004-10-28,19:10,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-30,1,70391,2,17684,13626,, ,2004-10-30,09:25,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-30,2,70299,3,17683,13623,, ,2004-10-30,09:25,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-30,2,70335,4,17683,13624,, ,2004-10-30,09:25,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-10-30,2,70704,5,17683,13625,, ,2004-10-30,09:25,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-11-10,1,70423,2,18361,13260,2004-11-10,15:06,2004-11-10,20:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-11-11,1,70282,1,18443,13676,, ,2004-11-11,20:55,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-11-11,2,976340,2,18443,13677,, ,2004-11-11,20:55,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-12-02,1,70084,3,19642,11649,, ,2004-12-02,19:51,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-12-27,1,970117,3,10913,13103,2004-12-27,15:49,2004-12-27,20:55,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-12-27,2,970003,4,10913,13102,2004-12-27,15:49,2004-12-27,20:55,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-12-27,3,70464,6,10936,13123,, ,2004-12-27,21:25,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2004-12-28,1,70525,4,10961,13458,2004-12-28,15:03,2004-12-28,20:17,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-02-17,1,70370,3,13420,10257,2005-02-17,16:35,2005-02-17,23:00,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-02-19,1,763115,1,13489,10681,2005-02-18,15:35,2005-02-19,00:11,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-02-19,2,976021,2,13489,10682,2005-02-18,15:35,2005-02-19,00:11,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-02-19,3,976325,3,13489,10683,2005-02-18,15:35,2005-02-19,00:11,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-03-07,1,70205,4,14470,11779,2005-03-07,15:38,2005-03-07,20:50,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-03-09,1,1,1,14571,0,2005-03-09,16:01,, ,0,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-03-09,2,976607,2,14611,12117,, ,2005-03-09,19:14,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-03-22,1,70755,7,15336,12373,2005-03-22,16:03,2005-03-22,21:50,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2005-10-15,1,970405,2,17139,12370,2005-10-15,09:56,2005-10-15,11:00,22500,2011-12-08 18:18,2011-12-08 18:18
대야,2006-03-11,1,70612,1,31952,32736,2006-03-11,09:24,2006-03-11,16:49,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2006-04-21,2,70278,3,17829,12002,, ,2006-04-21,18:50,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2006-04-28,1,976623,1,18205,10276,2006-04-27,16:03,2006-04-27,16:50,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2006-05-09,1,70625,1,18837,13529,2006-05-09,15:20,2006-05-09,22:45,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2006-07-02,1,976287,1,12082,10597,2006-07-02,15:09,2006-07-02,16:00,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2006-08-22,1,2,4,15090,0,2006-08-22,16:24,, ,0,2011-12-08 18:18,2011-12-08 18:18
의왕,2006-08-22,2,70094,5,15126,0,2006-08-22,23:33,2006-08-22,23:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2006-08-22,2,975238,6,15126,0,2006-08-22,23:33,2006-08-22,23:30,22500,2011-12-08 18:18,2011-12-08 18:18
의왕,2006-11-15,1,1,9,10268,0,2006-11-15,19:11,, ,0,2011-12-08 18:18,2011-12-08 18:18
의왕,2006-11-30,1,70436,2,11097,11447,2006-11-29,16:01,2006-11-29,22:44,24700,2011-12-08 18:18,2011-12-08 18:18
의왕,2006-12-02,1,1,1,11284,0,2006-12-01,17:00,, ,0,2011-12-08 18:18,2011-12-08 18:18
의왕,2006-12-04,7,2,13,11453,0,2006-12-04,16:18,, ,0,2011-12-08 18:18,2011-12-08 18:18
의왕,2006-12-04,8,763056,14,11453,13524,2006-12-04,16:18,2006-12-04,22:33,24700,2011-12-08 18:18,2011-12-08 18:18
의왕,2006-12-09,1,70489,8,11764,0,2006-12-08,15:55,2006-12-09,02:01,24700,2011-12-08 18:18,2011-12-08 18:18
의왕,2006-12-09,1,763264,9,11764,0,2006-12-08,15:55,2006-12-09,02:01,24700,2011-12-08 18:18,2011-12-08 18:18
의왕,2007-02-20,1,763261,1,15650,10624,2007-02-20,16:27,2007-02-20,17:30,24700,2011-12-08 18:18,2011-12-08 18:18
의왕,2007-03-30,1,70044,5,18062,13476,2007-03-30,15:53,2007-03-30,18:20,24700,2011-12-08 18:18,2011-12-08 18:18
의왕,2007-03-30,2,70773,6,18062,13484,2007-03-30,15:53,2007-03-30,18:20,24700,2011-12-08 18:18,2011-12-08 18:18
군산,2007-05-26,1,20869,1,32689,33716,, ,2007-05-26,08:12,24700,2011-12-08 18:18,2011-12-08 18:18
군산,2007-05-26,2,20840,2,32689,33714,, ,2007-05-26,08:12,24700,2011-12-08 18:18,2011-12-08 18:18
대야,2007-07-28,1,70198,1,35150,31415,2007-07-28,09:27,2007-07-28,10:34,24700,2011-12-08 18:18,2011-12-08 18:18
의왕,2007-08-30,1,976054,2,16663,10937,2007-08-30,15:34,2007-08-30,19:14,24700,2011-12-08 18:18,2011-12-08 18:18
의왕,2007-08-30,2,976623,3,16663,10938,2007-08-30,15:34,2007-08-30,19:14,24700,2011-12-08 18:18,2011-12-08 18:18
대야,2007-11-21,1,70463,1,39536,31518,2007-11-21,09:52,2007-11-21,18:40,24700,2011-12-08 18:18,2011-12-08 18:18
의왕,2010-03-18,1,770003,1,48852,12141,, ,2010-03-18,11:31,24700,2011-12-08 18:18,2011-12-08 18:18
의왕,2011-07-29,3,70508,4,20589,12335,2011-07-28, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
의왕,2011-07-29,4,70508,4,20589,12335,2011-07-28, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
의왕,2011-07-29,5,70057,3,20589,12332,2011-07-28, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서울,1996-10-08,1,582147,1,18843,16547,1996-10-08, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서울,1996-10-08,2,582147,1,18843,16547,1996-10-08, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서울,1996-10-08,3,582147,1,18843,16547,1996-10-08, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서울,1996-10-08,4,582147,2,18843,16547,1996-10-08, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서울,1996-10-08,5,582147,2,18843,16547,1996-10-08, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서울,1996-10-08,6,582147,2,18843,16547,1996-10-08, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서울,1996-10-08,7,583651,3,18843,16548,1996-10-08, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서울,1996-10-08,8,583651,3,18843,16548,1996-10-08, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서울,2003-03-28,1,71042,1,35427,33558,2003-03-28, ,2003-03-28,12:00,21400,2011-12-08 18:18,2011-12-08 18:18
서울,2003-03-28,1,71251,2,35427,33559,2003-03-28, ,2003-03-28,12:00,21400,2011-12-08 18:18,2011-12-08 18:18
용산,1996-07-23,7,761660,1,14565,17846,, ,, ,600,2011-12-08 18:18,2011-12-08 18:18
용산,1996-10-23,7,75524,1,19604,17164,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
용산,1996-11-02,7,290570,1,10405,18207,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
용산,1996-11-02,8,290570,1,10405,18207,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
용산,1998-01-22,8,761803,1,14270,18177,1998-01-22, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
용산,1998-02-26,8,761802,1,16294,19213,1998-02-26, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
용산,1998-02-27,8,761802,1,16294,19213,, ,1998-02-27,08:50,0,2011-12-08 18:18,2011-12-08 18:18
용산,1999-02-03,8,131400,1,14614,19468,, ,1999-02-03,09:46,19100,2011-12-08 18:18,2011-12-08 18:18
영등포,1997-05-22,2,2,1,11021,0,1997-05-22,16:49,, ,0,2011-12-08 18:18,2011-12-08 18:18
영등포,1998-05-29,1,979992,1,11585,17800,, ,1998-05-29,11:59,19100,2011-12-08 18:18,2011-12-08 18:18
시흥,1996-02-23,2,29624,1,15943,18432,, ,1996-02-23,23:45,18500,2011-12-08 18:18,2011-12-08 18:18
부곡,1995-12-29,1,590273,1,12951,17344,, ,, ,600,2011-12-08 18:18,2011-12-08 18:18
부곡,1995-12-29,2,590273,1,12951,17344,, ,, ,600,2011-12-08 18:18,2011-12-08 18:18
부곡,1995-12-29,3,590237,3,12949,17335,, ,, ,600,2011-12-08 18:18,2011-12-08 18:18
부곡,2000-12-11,1,70069,1,14236,16842,2000-12-11,21:10,2000-12-11,20:00,20400,2011-12-08 18:18,2011-12-08 18:18
부곡,2002-04-03,1,770015,2,12548,18236,, ,2002-04-02,21:00,160000,2011-12-08 18:18,2011-12-08 18:18
부곡,2002-04-03,1,770047,3,12548,18237,, ,2002-04-02,21:00,0,2011-12-08 18:18,2011-12-08 18:18
부곡,2002-04-03,1,770051,4,12548,18238,, ,2002-04-02,21:00,0,2011-12-08 18:18,2011-12-08 18:18
부곡,2002-04-03,1,770058,5,12548,18239,, ,2002-04-02,21:00,0,2011-12-08 18:18,2011-12-08 18:18
부곡,2002-04-03,2,770044,6,12549,18240,, ,2002-04-02,20:50,160000,2011-12-08 18:18,2011-12-08 18:18
부곡,2002-04-03,3,763018,7,12547,18234,, ,2002-04-02,20:45,160000,2011-12-08 18:18,2011-12-08 18:18
부곡,2002-04-03,4,763068,8,12547,18235,, ,2002-04-02,20:45,160000,2011-12-08 18:18,2011-12-08 18:18
수원,1996-07-20,1,291248,1,14188,17607,1996-07-20, ,, ,800,2011-12-08 18:18,2011-12-08 18:18
수원,1996-09-03,1,761189,1,16884,19060,1996-09-03, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
수원,1996-09-03,1,761403,2,16884,19061,1996-09-03, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
수원,1996-09-03,2,761189,1,16884,19060,1996-09-03, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
수원,1996-09-03,2,761403,2,16884,19061,1996-09-03, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
수원,1996-09-03,3,761189,1,16884,19060,1996-09-03, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
수원,1996-09-03,3,761403,2,16884,19061,1996-09-03, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
수원,1996-10-31,1,761532,1,10040,17657,1996-10-31, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
수원,1996-10-31,2,761532,1,10040,17657,1996-10-31, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
수원,1996-10-31,3,761532,1,10040,17657,1996-10-31, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
수원,1996-10-31,4,761483,2,10041,17658,1996-10-31, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
수원,1997-11-19,1,761467,1,10909,18421,1997-11-19, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
병점,1998-04-07,1,979992,1,18662,19660,, ,1998-04-07,11:20,19100,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-07-29,1,590038,1,14771,17924,1996-07-29, ,, ,800,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-07-29,2,590237,2,14771,17928,1996-07-29, ,, ,800,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-07-29,3,590220,3,14771,17926,1996-07-29, ,, ,800,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-07-29,4,590078,4,14771,17925,1996-07-29, ,, ,800,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-07-29,5,590078,4,14771,17925,1996-07-29, ,, ,800,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-09-02,1,590220,1,16840,19031,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-09-02,2,590220,1,16840,19031,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-09-02,3,590052,2,16840,19028,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
용산,2004-02-19,4,8092,1,12013,17303,, ,2004-02-19,10:05,22500,2011-12-08 18:18,2011-12-08 18:18
소정리,2004-05-19,1,40261,3,20234,23948,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
부곡,2004-07-30,2,999901,1,12017,19494,, ,2004-07-30,10:19,0,2011-12-08 18:18,2011-12-08 18:18
부곡,2004-07-30,1,999901,1,12017,19494,, ,2004-07-30,10:19,22500,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-09-02,4,590273,3,16840,19034,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-09-02,5,590083,4,16840,19030,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-10-14,1,590042,2,19215,16855,1996-10-14, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-10-14,2,590042,2,19215,16855,1996-10-14, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-10-14,3,590042,3,19215,16855,1996-10-14, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-10-14,3,590052,4,19215,16856,1996-10-14, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-10-14,3,590083,5,19215,16857,1996-10-14, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-10-14,3,590220,6,19215,16858,1996-10-14, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-10-14,3,590226,7,19215,16859,1996-10-14, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-10-14,3,590232,8,19215,16860,1996-10-14, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-10-14,3,590240,9,19215,16861,1996-10-14, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1996-10-14,3,590273,10,19215,16862,1996-10-14, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-02-19,1,590059,1,16124,19258,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-02-19,1,590079,2,16124,19259,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-02-19,1,590091,3,16124,19260,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-02-19,2,590017,4,16123,19265,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-02-19,2,590049,5,16123,19266,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-02-19,2,590240,6,16123,19267,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-02-19,3,590091,7,16124,19260,1997-02-19, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-02-19,4,590096,8,16124,19261,1997-02-19, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-04-30,1,590092,1,19949,17762,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-04-30,1,590237,2,19949,17763,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-04-30,1,590264,3,19949,17764,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-04-30,2,590047,4,19955,17773,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-04-30,2,590089,5,19955,17774,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-05-06,1,590092,5,10181,17965,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-05-06,1,590093,6,10181,17966,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-05-06,1,590210,7,10181,17967,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-05-06,1,590264,8,10181,17968,, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-05-18,1,590258,1,10794,18420,1997-05-18,11:22,1997-05-18,10:00,18500,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-05-22,1,590002,1,11019,18594,1997-05-22, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-05-22,1,590047,2,11019,18595,1997-05-22, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-05-22,1,590048,3,11019,18596,1997-05-22, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-05-22,1,590051,4,11019,18597,1997-05-22, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-05-22,1,590070,5,11019,18598,1997-05-22, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-05-22,1,590203,6,11019,18599,1997-05-22, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-05-22,1,590232,7,11019,18600,1997-05-22, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-05-22,1,590258,8,11019,18601,1997-05-22, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-05-22,1,590273,9,11019,18602,1997-05-22, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-10-15,1,590015,1,18829,19308,1997-10-15, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-10-15,1,590018,2,18829,19309,1997-10-15, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-10-15,1,590052,3,18829,19310,1997-10-15, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-10-15,1,590083,4,18829,19311,1997-10-15, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1997-10-15,1,590237,5,18829,19312,1997-10-15, ,, ,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1999-08-06,1,590010,1,15083,19316,1999-08-06,16:49,1999-08-06,09:00,142500,2011-12-08 18:18,2011-12-08 18:18
서정리,1999-08-06,1,590022,2,15083,19317,1999-08-06,16:49,1999-08-06,09:00,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1999-08-06,1,590049,3,15083,19318,1999-08-06,16:49,1999-08-06,09:00,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1999-08-06,1,590226,4,15083,19319,1999-08-06,16:49,1999-08-06,09:00,0,2011-12-08 18:18,2011-12-08 18:18
서정리,1999-08-06,1,590228,5,15083,19320,1999-08-06,16:49,1999-08-06,09:00,0,2011-12-08 18:18,2011-12-08 18:18
