첨부파일_아이디(ID),역명,물류시설일련번호,사진설명,원본파일명,첨부파일명,첨부파일크기,최초등록일시,최종변경일시
411,의왕,1,제 1터미널(1군),오봉_철도CY_현장사진_제 1터미널(1군).jpg,2011101614040101.jpg,24229,2011-09-01 00:00,2011-09-01 00:00
412,의왕,1,제 1터미널(2군),오봉_철도CY_현장사진_제 1터미널(2군).jpg,2011101614040102.jpg,18709,2011-09-01 00:00,2011-09-01 00:00
413,의왕,1,제 1터미널(3군),오봉_철도CY_현장사진_제 1터미널(3군).jpg,2011101614040103.jpg,15368,2011-09-01 00:00,2011-09-01 00:00
414,의왕,12,제2터미널,오봉_철도CY_시설물사진_제2 터미널.jpg,2011101614050100.jpg,219264,2011-09-01 00:00,2011-09-01 00:00
415,의왕,12,제 2터미널,오봉_철도CY_현장사진_제 2터미널_1.jpg,2011101614050101.jpg,26618,2011-09-01 00:00,2011-09-01 00:00
416,의왕,12,제 2터미널,오봉_철도CY_현장사진_제 2터미널_2.jpg,2011101614050102.jpg,21641,2011-09-01 00:00,2011-09-01 00:00
417,의왕,17,코레일로지스,오봉_철도CY_시설물사진.jpg,2011101614064200.jpg,105247,2011-09-01 00:00,2011-09-01 00:00
418,의왕,17,컨테이너 하치장 (상세),오봉_철도CY_배선약도_상세도.jpg,2011101614064201.jpg,80700,2011-09-01 00:00,2011-09-01 00:00
419,의왕,17,오봉 철도CY,오봉_철도CY_현장사진_오봉 철도CY_1.jpg,2011101614064202.jpg,24744,2011-09-01 00:00,2011-09-01 00:00
420,의왕,17,오봉 철도CY,오봉_철도CY_현장사진_오봉 철도CY_2.jpg,2011101614064203.jpg,14713,2011-09-01 00:00,2011-09-01 00:00
421,의왕,17,오봉 철도CY,오봉_철도CY_현장사진_오봉 철도CY_3.jpg,2011101614064204.jpg,26977,2011-09-01 00:00,2011-09-01 00:00
422,청주,1,청주시 흥덕구,"청주_싸이로, 철도CY_항공사진.jpg",2011101615050300.jpg,295987,2011-09-01 00:00,2016-08-12 17:50
423,청주,1,쌍용양회,청주_싸이로_시설물사진.jpg,2011101615050301.jpg,206601,2011-09-01 00:00,2016-08-12 17:50
424,청주,1,조기(환) 11k.389,"청주_싸이로, 철도CY_배선약도.jpg",2011101615050302.jpg,127832,2011-09-01 00:00,2016-08-12 17:50
425,청주,1,쌍용양회 싸이로,청주_싸이로_현장사진_쌍용양회 싸이로.jpg,2011101615050303.jpg,14421,2011-09-01 00:00,2016-08-12 17:50
426,청주,1,"국보, KCTC","청주_철도CY_시설물사진_KCTC, 국보.jpg",2011101615100100.jpg,232186,2011-09-01 00:00,2011-09-01 00:00
427,청주,1,국보 CY,청주_철도CY_현장사진_국보 CY.jpg,2011101615100101.jpg,21734,2011-09-01 00:00,2011-09-01 00:00
428,청주,2,"코레일로지스, 천일정기화물",청주_철도CY_시설물사진_코레일로지스.jpg,2011101615103800.jpg,200649,2011-09-01 00:00,2011-09-01 00:00
429,괴동,1,,크기변환_크기변환_괴동CY1.jpg,2012011114223700.jpg,3333,2012-01-11 14:22,2016-08-08 10:45
430,괴동,1,,괴동CY2.jpg,2012011114223701.jpg,11213,2012-01-11 14:22,2016-08-08 10:45
431,괴동,1,,유성창고1.jpg,2012011115190000.jpg,13560,2012-01-11 15:19,2016-08-08 14:50
432,괴동,1,,위성사진.jpg,2012011115190001.jpg,91897,2012-01-11 15:19,2016-08-08 14:50
433,괴동,2,,한중창고2.jpg,2012011115201200.jpg,14772,2012-01-11 15:20,2016-08-15 08:31
434,괴동,2,,한중창고3.bmp,2012011115201201.bmp,285174,2012-01-11 15:20,2016-08-15 08:31
435,괴동,2,,위성사진.jpg,2012011115201202.jpg,91897,2012-01-11 15:20,2016-08-15 08:31
436,괴동,3,,대통창고1.gif,2012011115210600.gif,43396,2012-01-11 15:21,2012-01-11 15:21
437,괴동,3,,대통창고2.jpg,2012011115210601.jpg,20559,2012-01-11 15:21,2012-01-11 15:21
438,괴동,3,,위성사진.jpg,2012011115210602.jpg,91897,2012-01-11 15:21,2012-01-11 15:21
439,괴동,4,,PSR창고1.jpg,2012011115215000.jpg,13300,2012-01-11 15:21,2012-01-11 15:21
440,괴동,4,,위성사진.jpg,2012011115215001.jpg,91897,2012-01-11 15:21,2012-01-11 15:21
441,가천,1,,가천한일1.jpg,2012011115355700.jpg,10079,2012-01-11 15:35,2012-01-11 15:35
442,가천,1,,가천한일2.jpg,2012011115355701.jpg,13391,2012-01-11 15:35,2012-01-11 15:35
443,가천,1,,한일시멘트.jpg,2012011115355702.jpg,49568,2012-01-11 15:35,2012-01-11 15:35
447,의왕,18,,test.bmp,2016072610554500.bmp,1019394,2016-07-26 10:55,2016-07-26 10:55
448,문수,1,문수역CY 항공사진,문수역(하치장 위성사진).jpg,2016080115320800.jpg,720262,2016-08-01 15:32,2016-08-01 15:43
449,문수,1,문수역CY 현장사진,문수CY사진.jpg,2016080115432001.jpg,992042,2016-08-01 15:43,2016-08-01 15:43
450,석포,1,영풍창고 항공사진,화물창고(영풍).jpg,2016080210302800.jpg,552120,2016-08-02 10:30,2016-08-04 11:15
451,도담,1,성신양회 덤프하화시설,덤프하화시설(성신).jpg,2016080213415100.jpg,821080,2016-08-02 13:41,2016-08-02 13:45
452,도담,1,덤프하화시설 내부,덤프하화시설 내부.jpg,2016080213444001.jpg,329096,2016-08-02 13:44,2016-08-02 13:45
457,영주,1,,영주_CY_시설물사진.jpg,2023101913522701.jpg,211318,2023-10-19 13:52,2024-02-05 14:13
458,영주,1,,영주역 5단계 배선약도_(조암CY장).jpg,2023101913522702.jpg,769886,2023-10-19 13:52,2024-02-05 14:13
459,영주,1,배선약도(상세),영주역CY 배선약도.jpg,2023101913522703.jpg,461081,2023-10-19 13:52,2024-02-05 14:13
460,영주,1,영주역 CY 전경,영주 CY 전경.jpg,2023101913522704.jpg,136732,2023-10-19 13:52,2024-02-05 14:13
461,영주,1,영주역 CY 출입문,영주CY 출입문 쪽.jpg,2023101913522705.jpg,139833,2023-10-19 13:52,2024-02-05 14:13
